,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,A,2020-04-07,0 days 15:50:38.932511,144061,74.18,74.08,200,320,1619,-6548
1,A,2020-04-07,0 days 15:53:16.309258,144061,74.22,74.17,302,20,1619,-6548
2,A,2020-04-07,0 days 15:53:17.311776,137513,74.21,74.15,206,120,-6548,1619
3,A,2020-04-07,0 days 15:53:25.331314,144061,74.23,74.16,283,320,1619,-6548
4,A,2020-04-07,0 days 15:54:42.515097,137413,74.35,74.28,200,101,-6648,1619
5,A,2020-04-07,0 days 15:58:39.080326,144061,74.27,74.23,241,120,1619,-6448
6,A,2020-04-07,0 days 15:58:41.086301,137613,74.27,74.22,100,449,-6448,1619
7,A,2020-04-07,0 days 15:59:08.150867,144061,74.27,74.24,300,100,1619,-6448
8,A,2020-04-07,0 days 15:59:09.156048,137613,74.3,74.28,322,205,-6448,1619
9,A,2020-04-07,0 days 15:59:35.213943,144061,74.24,74.22,173,400,1619,-6448
10,ABBV,2020-04-07,0 days 15:57:30.908308,1295913,75.38,75.37,100,600,10027,-16558
11,ABT,2020-04-07,0 days 15:59:45.206949,1024848,82.02,81.98,7,100,36,-31704
12,ABT,2020-04-07,0 days 15:59:46.209087,1020184,82.02,81.99,507,430,-4515,36
13,ABT,2020-04-07,0 days 15:59:51.221435,1024848,82.02,82.0,930,220,5987,-4515
14,ACN,2020-04-07,0 days 15:59:32.186645,331553,164.73,164.66,300,100,-11524,41226
15,AES,2020-04-07,0 days 15:59:51.236180,741516,13.22,13.21,3999,4801,13040,-12936
16,ALL,2020-04-07,0 days 16:00:00.252133,222498,92.53,92.46,21412,12500,1072,-1955
17,ALLY,2020-04-07,0 days 15:59:51.234243,491503,14.36,14.35,400,4270,408,-12844
18,APA,2020-04-07,0 days 15:59:38.199408,590914,6.53,6.52,7756,5003,1725,-1762
19,APTV,2020-04-07,0 days 15:52:15.213558,208503,53.6,53.53,100,100,1079,-146
20,APTV,2020-04-07,0 days 15:53:19.357681,209482,53.69,53.62,133,101,-246,466
21,APTV,2020-04-07,0 days 15:57:50.976320,209116,53.58,53.54,1140,431,466,-146
22,APTV,2020-04-07,0 days 15:57:56.990833,209482,53.64,53.58,200,400,-246,466
23,APTV,2020-04-07,0 days 15:58:51.120135,209482,53.62,53.55,3,200,-246,1079
24,AVTR,2020-04-07,0 days 15:50:08.918367,33688,13.01,12.96,100,800,1037,-463
25,AXP,2020-04-07,0 days 15:59:45.217735,568939,87.61,87.54,1100,900,3893,-899
26,AXP,2020-04-07,0 days 15:59:46.220478,567632,87.64,87.61,200,200,-1397,3893
27,AXTA,2020-04-07,0 days 15:59:52.258952,229835,16.68,16.67,2400,6323,4076,-3452
28,BA,2020-04-07,0 days 15:59:17.149262,372399,142.03,142.0,1039,866,1492,-536
29,BERY,2020-04-07,0 days 15:51:34.061750,41697,34.99,34.88,302,200,21145,-11539
30,BERY,2020-04-07,0 days 15:53:29.337716,63375,35.02,34.99,139,20,-11539,21145
31,BERY,2020-04-07,0 days 15:53:41.366561,41697,34.96,34.89,300,200,21345,-11539
32,BERY,2020-04-07,0 days 15:55:00.553983,62475,35.1,34.99,300,430,-12439,21345
33,BERY,2020-04-07,0 days 15:55:25.615703,63375,35.03,34.99,400,300,-11539,21145
34,BERY,2020-04-07,0 days 15:56:11.725862,41697,35.02,34.96,200,442,21145,-11539
35,BK,2020-04-07,0 days 15:59:51.235520,721921,34.75,34.74,2000,353,46,-43062
36,BMY,2020-04-07,0 days 15:59:41.209506,1270110,56.96,56.93,500,701,33929,-15310
37,BRK.B,2020-04-07,0 days 15:59:17.134090,868433,185.57,185.55,210,300,3403,-17750
38,BUD,2020-04-07,0 days 15:54:06.428876,20186,46.79,46.74,900,259,286,-14
39,BUD,2020-04-07,0 days 15:54:26.477544,20472,46.79,46.76,3800,107,-14,286
40,BUD,2020-04-07,0 days 15:56:54.821579,20186,46.83,46.72,5100,500,286,-14
41,BUD,2020-04-07,0 days 15:57:40.922723,20472,46.82,46.76,556,210,-14,286
42,BUD,2020-04-07,0 days 15:59:42.211733,20186,46.79,46.77,1812,1169,286,-14
43,BWA,2020-04-07,0 days 15:59:33.189266,240980,24.74,24.73,799,500,-16398,42983
44,BXMT,2020-04-07,0 days 15:59:32.186920,425487,18.25,18.21,300,400,-41302,162694
45,C,2020-04-07,0 days 15:59:54.264810,1593580,41.18,41.15,1000,1866,-23894,743
46,CB,2020-04-07,0 days 15:59:49.227118,220492,111.86,111.83,300,100,-1013,729
47,CFG,2020-04-07,0 days 15:59:52.220940,537708,19.53,19.52,1900,500,8485,-2593
48,CHWY,2020-04-07,0 days 15:50:22.945977,24393,33.21,33.1,800,200,166,-123
49,CI,2020-04-07,0 days 15:59:55.225913,217555,177.27,176.87,256,600,1760,-713
50,CI,2020-04-07,0 days 15:59:56.227801,211465,177.27,176.93,600,300,-6123,1760
51,CIEN,2020-04-07,0 days 15:50:06.855894,203041,46.02,45.94,200,100,1414,-1903
52,CNC,2020-04-07,0 days 15:59:51.221499,617799,60.14,60.1,377,200,13897,-24476
53,CNC,2020-04-07,0 days 15:59:57.232532,610986,60.25,60.15,1168,100,-6740,3362
54,CNC,2020-04-07,0 days 15:59:58.233837,618199,60.25,60.14,768,219,4362,-6740
55,CNX,2020-04-07,0 days 16:00:00.270514,353029,8.36,8.35,53151,100,-26333,1102
56,COP,2020-04-07,0 days 15:57:31.909991,734897,33.35,33.33,863,1211,16344,-2215
57,CTVA,2020-04-07,0 days 15:59:52.253156,377906,24.54,24.43,300,300,736,-1125
58,CTVA,2020-04-07,0 days 15:59:56.262172,377902,24.54,24.44,600,10800,-273,3638
59,CVX,2020-04-07,0 days 15:59:55.225913,951643,80.97,80.86,400,180,9156,-350
60,D,2020-04-07,0 days 15:59:01.133316,511411,73.51,73.46,575,500,1482,-11515
61,DAL,2020-04-07,0 days 15:58:46.068527,828502,22.27,22.26,5800,2900,3798,-9702
62,DAL,2020-04-07,0 days 15:58:54.088215,828502,22.27,22.26,700,1110,3798,-9702
63,DAL,2020-04-07,0 days 15:58:55.090799,818800,22.3,22.28,1929,1636,-9702,3798
64,DAL,2020-04-07,0 days 15:59:02.106802,828502,22.27,22.26,1005,1304,3798,-9702
65,DAL,2020-04-07,0 days 15:59:03.109188,818800,22.29,22.28,700,1800,-9702,3798
66,DAL,2020-04-07,0 days 15:59:41.196621,828502,22.26,22.25,3600,1544,13298,-302
67,DD,2020-04-07,0 days 15:59:32.186959,508796,37.49,37.48,360,519,-44045,89538
68,DE,2020-04-07,0 days 15:59:52.233758,168642,142.71,142.53,100,300,2358,-2084
69,DFS,2020-04-07,0 days 15:59:42.198654,334740,34.99,34.96,600,271,10145,-421
70,DFS,2020-04-07,0 days 15:59:55.225849,374555,35.02,34.96,168,200,-61245,45427
71,DHI,2020-04-07,0 days 15:59:49.227852,384635,36.53,36.51,3461,404,626,-431
72,DHI,2020-04-07,0 days 15:59:50.265485,383536,36.57,36.53,400,1165,-1099,626
73,DHI,2020-04-07,0 days 15:59:51.233713,384635,36.57,36.53,200,700,7594,-1099
74,DHR,2020-04-07,0 days 15:57:40.941081,280986,138.75,138.64,305,400,4954,-204
75,DHR,2020-04-07,0 days 15:58:01.991222,280811,138.8,138.75,149,400,-204,2154
76,DHR,2020-04-07,0 days 15:58:02.993996,281086,138.72,138.67,105,100,2154,-204
77,DIS,2020-04-07,0 days 15:59:50.250033,840314,101.35,101.17,800,500,11865,-3885
78,DT,2020-04-07,0 days 15:59:02.115377,39129,23.06,22.97,811,900,19734,-3956
79,DT,2020-04-07,0 days 16:00:00.253774,39129,23.06,22.96,44,1751,25034,-11869
80,DUK,2020-04-07,0 days 15:59:40.207569,390904,80.11,80.04,200,1105,300,-300
