,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,AA,2020-07-13,0 days 15:57:03.724873,294425,11.56,11.55,11832,6845,865,-4568
1,AA,2020-07-13,0 days 15:57:04.727563,284090,11.56,11.55,12232,7445,-10068,865
2,AA,2020-07-13,0 days 15:59:15.032454,327475,11.53,11.52,11400,4900,143371,-7304
3,AA,2020-07-13,0 days 15:59:20.044212,336568,11.54,11.53,10944,1209,-229,3438
4,AA,2020-07-13,0 days 15:59:24.052238,340802,11.53,11.52,18077,8990,1266,-4234
5,ABBV,2020-07-13,0 days 15:55:00.173889,566782,97.71,97.7,700,244,-142582,76528
6,ABBV,2020-07-13,0 days 15:59:16.788114,744798,97.96,97.94,100,1110,3826,-13446
7,ABBV,2020-07-13,0 days 15:59:17.790697,738523,97.98,97.97,300,300,-7595,3826
8,ABBV,2020-07-13,0 days 15:59:48.865877,733463,97.89,97.88,700,300,-469,7262
9,ABEV,2020-07-13,0 days 15:57:10.457520,141585,2.63,2.62,554257,191018,-13367,3428
10,ABT,2020-07-13,0 days 15:59:14.732018,528684,93.22,93.2,100,300,16014,-11482
11,ABT,2020-07-13,0 days 15:59:15.733834,522798,93.24,93.23,300,1634,-7584,16014
12,ABT,2020-07-13,0 days 15:59:33.777254,530382,93.17,93.14,1401,400,3281,-3419
13,ABT,2020-07-13,0 days 15:59:34.780366,525163,93.19,93.17,100,900,-10225,3281
14,ACB,2020-07-13,0 days 15:58:10.621995,17067,12.1,12.06,200,1000,-2687,1349
15,ACB,2020-07-13,0 days 15:58:11.623874,16254,12.08,12.06,100,1300,813,-2687
16,ACB,2020-07-13,0 days 15:59:02.747361,17942,12.08,12.06,100,2833,-1776,4849
17,ACB,2020-07-13,0 days 15:59:03.748615,16918,12.08,12.06,100,2833,149,-1776
18,ACB,2020-07-13,0 days 15:59:38.819865,17067,12.09,12.06,2600,400,-3074,626
19,ACB,2020-07-13,0 days 15:59:39.822744,16541,12.09,12.06,200,1000,526,-3074
20,ACI,2020-07-13,0 days 15:55:25.212608,7920,14.0,13.99,400,875,-128,272
21,ACI,2020-07-13,0 days 15:56:04.305082,6849,14.0,13.98,300,1700,271,-929
22,ACI,2020-07-13,0 days 15:56:08.316281,7120,14.0,13.98,510,1700,-929,271
23,ACI,2020-07-13,0 days 15:57:25.467518,8049,14.01,14.0,110,815,493,-929
24,ACI,2020-07-13,0 days 15:59:06.713457,9254,14.02,14.0,100,300,-415,93
25,AEG,2020-07-13,0 days 15:55:00.160849,4070,3.1,3.09,180586,72307,1949,-781
26,AEO,2020-07-13,0 days 15:55:01.000049,273883,10.41,10.4,5188,5075,-36047,154401
27,AEO,2020-07-13,0 days 15:55:01.999559,261230,10.41,10.4,5562,6701,12653,-36047
28,AEO,2020-07-13,0 days 15:59:05.586453,301003,10.42,10.41,3521,7554,-19559,3971
29,AEO,2020-07-13,0 days 15:59:09.595824,298561,10.42,10.41,2600,11588,2442,-4359
30,AEO,2020-07-13,0 days 15:59:41.667034,298755,10.41,10.4,9929,7741,4248,-6352
31,AEO,2020-07-13,0 days 15:59:44.674293,303003,10.41,10.4,525,13954,-704,2548
32,AEO,2020-07-13,0 days 15:59:48.682597,302806,10.41,10.4,7400,10344,197,-704
33,AEP,2020-07-13,0 days 15:56:36.382364,264487,84.55,84.53,100,200,14269,-35431
34,AEP,2020-07-13,0 days 15:57:38.497986,271519,84.52,84.51,288,673,-2407,493
35,AEP,2020-07-13,0 days 15:57:39.500173,271326,84.52,84.51,288,289,193,-2407
36,AEP,2020-07-13,0 days 15:57:40.502654,271519,84.52,84.49,391,200,-1913,193
37,AEP,2020-07-13,0 days 15:59:05.711541,337853,84.65,84.63,200,1200,8362,-16481
38,AEP,2020-07-13,0 days 15:59:18.740982,378179,84.73,84.7,300,100,-2169,2786
39,AEP,2020-07-13,0 days 15:59:19.743231,370748,84.73,84.71,400,200,7431,-2169
40,AEP,2020-07-13,0 days 15:59:45.807407,379379,84.7,84.68,435,4940,-396,2422
41,AEP,2020-07-13,0 days 15:59:46.813064,379875,84.69,84.68,500,4500,1696,-396
42,AES,2020-07-13,0 days 15:55:42.227404,332699,14.69,14.68,14752,7496,1308,-9698
43,AES,2020-07-13,0 days 15:55:43.230168,319707,14.69,14.68,13270,6698,-16160,1308
44,AES,2020-07-13,0 days 15:59:34.786356,374265,14.64,14.63,19656,5946,70366,-83942
45,AES,2020-07-13,0 days 15:59:35.787974,365684,14.65,14.64,7054,27901,-8581,70366
46,AES,2020-07-13,0 days 15:59:48.819592,380885,14.65,14.64,13472,6488,-4572,2728
47,AFL,2020-07-13,0 days 15:55:00.160628,259095,34.94,34.93,111,1800,-5396,36580
48,AFL,2020-07-13,0 days 15:55:01.163065,254791,34.94,34.93,811,1500,4304,-5396
49,AFL,2020-07-13,0 days 15:55:05.175318,259095,34.96,34.95,600,2040,-834,885
50,AFL,2020-07-13,0 days 15:55:06.175195,255329,34.96,34.95,400,2204,3766,-834
51,AFL,2020-07-13,0 days 15:55:41.260814,259095,34.99,34.98,700,1297,-257,1897
52,AFL,2020-07-13,0 days 15:55:42.262923,255352,34.99,34.98,1700,797,3343,-257
53,AFL,2020-07-13,0 days 15:55:43.267234,259095,34.98,34.97,1055,1970,-376,3343
54,AFL,2020-07-13,0 days 15:55:44.270682,255771,34.97,34.96,700,700,3324,-376
55,AFL,2020-07-13,0 days 15:58:40.693531,260632,34.98,34.97,1787,528,-1386,400
56,AFL,2020-07-13,0 days 15:58:41.695491,258918,34.97,34.96,2344,147,1714,-1386
