,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,AA,2020-08-06,0 days 15:57:38.678982,194956,14.88,14.87,13405,10014,-510,2290
1,AA,2020-08-06,0 days 15:57:40.684537,186066,14.87,14.86,18529,5635,8890,-2410
2,AA,2020-08-06,0 days 15:59:09.904265,228182,14.87,14.86,15166,5294,9227,-8
3,AA,2020-08-06,0 days 15:59:49.992201,202040,14.89,14.88,4000,19086,34558,-242
4,ABBV,2020-08-06,0 days 15:59:12.700963,317761,92.62,92.6,1615,2111,85,-615
5,ABBV,2020-08-06,0 days 15:59:15.708251,311746,92.64,92.63,809,100,-6015,85
6,ABBV,2020-08-06,0 days 15:59:17.713038,317761,92.61,92.6,1695,457,85,-6015
7,ABBV,2020-08-06,0 days 15:59:19.718366,311746,92.65,92.63,300,736,-6015,85
8,ABBV,2020-08-06,0 days 15:59:41.771149,335168,92.61,92.6,500,100,3379,-2721
9,ABBV,2020-08-06,0 days 15:59:42.774078,336951,92.62,92.61,300,478,-109,3379
10,ABBV,2020-08-06,0 days 15:59:57.809905,371228,92.55,92.53,640,685,31973,-18694
11,ABT,2020-08-06,0 days 15:59:15.709475,392233,101.7,101.69,1210,517,-3023,1124
12,ABT,2020-08-06,0 days 15:59:16.710408,385756,101.69,101.68,312,537,5291,-3023
13,ABT,2020-08-06,0 days 15:59:22.725571,391047,101.71,101.7,1999,300,-20713,1376
14,ABT,2020-08-06,0 days 15:59:23.728176,366453,101.69,101.68,309,100,25780,-20713
15,ABT,2020-08-06,0 days 15:59:38.764504,391047,101.75,101.74,1386,2672,-536,389
16,ABT,2020-08-06,0 days 15:59:45.783712,382194,101.72,101.71,200,374,8972,-9893
17,ABT,2020-08-06,0 days 15:59:49.792612,390829,101.76,101.74,1910,675,337,-11427
18,ACI,2020-08-06,0 days 15:57:06.396605,17528,15.3,15.29,3471,2228,-1398,140
19,ACI,2020-08-06,0 days 15:58:21.577258,19344,15.3,15.29,4251,2200,784,-316
20,ACI,2020-08-06,0 days 15:58:22.581833,19128,15.3,15.29,4478,2200,-216,784
21,ACI,2020-08-06,0 days 15:58:27.592055,19344,15.3,15.29,4256,2000,184,-216
22,ACI,2020-08-06,0 days 15:58:28.594950,19128,15.3,15.29,4356,2400,-216,184
23,ACI,2020-08-06,0 days 15:58:50.647904,19344,15.3,15.29,5378,1796,1451,-216
24,ADM,2020-08-06,0 days 15:59:10.710517,169619,43.57,43.56,834,3593,9413,-17626
25,ADM,2020-08-06,0 days 15:59:11.712509,164932,43.58,43.57,4163,3159,-4287,9413
26,ADM,2020-08-06,0 days 15:59:21.737442,169619,43.58,43.57,4848,4544,255,-806
27,ADM,2020-08-06,0 days 15:59:28.753663,165811,43.57,43.56,5794,5292,-3408,3392
28,ADM,2020-08-06,0 days 15:59:39.781066,169219,43.57,43.56,5470,5461,2613,-3108
29,ADM,2020-08-06,0 days 15:59:46.798229,168242,43.57,43.56,8680,4710,-4832,13517
30,ADM,2020-08-06,0 days 15:59:48.799790,173074,43.57,43.56,10181,3432,691,-437
31,ADM,2020-08-06,0 days 15:59:49.801291,171565,43.57,43.56,9333,2019,-1309,691
32,ADT,2020-08-06,0 days 15:56:18.280906,152089,12.1,12.09,4435,2281,481,-2945
33,ADT,2020-08-06,0 days 15:56:19.283909,148070,12.1,12.09,4535,2238,-4019,481
34,ADT,2020-08-06,0 days 15:57:11.409072,152089,12.05,12.04,600,5172,2381,-2619
35,ADT,2020-08-06,0 days 15:57:12.410991,149470,12.05,12.04,700,5326,-2619,2381
36,ADT,2020-08-06,0 days 15:58:25.587452,148993,12.03,12.02,2612,6100,-4037,7563
37,ADT,2020-08-06,0 days 15:58:36.613796,143559,12.03,12.02,6098,11525,4134,-327
38,ADT,2020-08-06,0 days 15:58:37.616318,141793,12.04,12.03,6891,1772,-1766,4134
39,AEE,2020-08-06,0 days 15:55:43.196578,110016,81.28,81.26,801,142,125,-1836
40,AEE,2020-08-06,0 days 15:55:44.199269,108841,81.27,81.26,300,446,-1175,125
41,AEE,2020-08-06,0 days 15:59:01.675902,119186,81.19,81.14,1374,1199,-754,4918
42,AEE,2020-08-06,0 days 15:59:09.695135,118515,81.13,81.1,910,913,799,-801
43,AEE,2020-08-06,0 days 15:59:10.697591,117414,81.13,81.1,1200,709,-1101,799
44,AEE,2020-08-06,0 days 15:59:22.725702,122507,81.15,81.13,822,1342,1012,-1393
45,AEE,2020-08-06,0 days 15:59:23.728305,119119,81.16,81.14,230,261,-3988,1012
