,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,BMY,2020-03-26,0 days 15:59:47.464145,2602496,52.31,52.3,900,2400,-970,171099
1,CCO,2020-03-26,0 days 15:54:59.462163,51271,0.69,0.68,1000,51650,-970591,47944
2,CCO,2020-03-26,0 days 15:59:50.147329,3327,0.69,0.68,400,12350,47944,-965376
3,COF,2020-03-26,0 days 15:58:31.065104,409310,57.71,57.69,100,600,14945,-41591
4,CVNA,2020-03-26,0 days 15:52:34.208179,152133,55.6,55.59,100,167,11286,-8866
5,CVNA,2020-03-26,0 days 15:52:52.251912,163419,55.6,55.58,100,400,-4988,11286
6,FET,2020-03-26,0 days 15:50:23.890192,23142,0.17,0.16,458,3890,17987,-32013
7,FET,2020-03-26,0 days 15:57:36.921483,41129,0.17,0.16,1259,3599,-19679,30321
8,LPI,2020-03-26,0 days 15:50:26.132784,284329,0.39,0.38,2627,67509,-84021,48451
9,LPI,2020-03-26,0 days 15:52:32.434550,284329,0.39,0.38,3456,67609,-84021,48451
10,LPI,2020-03-26,0 days 15:52:42.461692,235878,0.39,0.38,2517,67609,48451,-84021
11,LPI,2020-03-26,0 days 15:53:24.558953,235878,0.39,0.38,2603,67509,48451,-84021
12,LPI,2020-03-26,0 days 15:56:01.931240,284329,0.39,0.38,400,67759,-84021,48451
13,LPI,2020-03-26,0 days 15:59:32.428482,235878,0.39,0.38,2645,81216,48451,-84021
14,LPI,2020-03-26,0 days 15:59:43.454226,284329,0.39,0.38,6488,79716,-84021,48451
15,LPI,2020-03-26,0 days 15:59:44.456351,235878,0.39,0.38,200,79716,48451,-84021
16,NET,2020-03-26,0 days 15:51:15.933232,7181,21.6,21.58,800,100,1716,-269
17,NET,2020-03-26,0 days 15:56:19.656022,8897,21.62,21.59,200,400,-269,1716
18,QEP,2020-03-26,0 days 15:52:18.159401,438962,0.39,0.38,1300,76445,-33437,196204
19,QEP,2020-03-26,0 days 15:52:49.232710,242758,0.4,0.38,99700,76345,196204,-33437
20,QEP,2020-03-26,0 days 15:52:52.240463,438962,0.4,0.39,99000,400,-33437,196204
21,QEP,2020-03-26,0 days 15:52:54.247088,242758,0.4,0.39,73900,600,196204,-33437
22,QEP,2020-03-26,0 days 15:53:02.263519,438962,0.4,0.39,47400,500,-33437,196204
23,QEP,2020-03-26,0 days 15:53:12.287746,242758,0.4,0.39,46089,100,196204,-33437
24,QEP,2020-03-26,0 days 15:53:13.290163,438962,0.4,0.39,45751,100,-33437,196204
25,QEP,2020-03-26,0 days 15:57:28.895305,438962,0.4,0.38,70700,26633,-53437,196204
26,QEP,2020-03-26,0 days 15:57:41.924174,262758,0.4,0.38,71400,26533,176204,-53437
27,QEP,2020-03-26,0 days 15:57:50.945058,438962,0.4,0.38,71400,26633,-53437,176204
28,QEP,2020-03-26,0 days 15:59:19.154632,262758,0.4,0.38,74400,51433,176204,-53437
29,QEP,2020-03-26,0 days 15:59:24.166094,438962,0.4,0.38,72400,51433,-53437,176204
30,QEP,2020-03-26,0 days 15:59:32.187502,262758,0.4,0.38,102700,63233,176204,-53437
31,QEP,2020-03-26,0 days 15:59:33.188648,438962,0.4,0.38,102700,63433,-53437,176204
32,QEP,2020-03-26,0 days 15:59:39.204134,262758,0.4,0.38,102700,37633,176204,-53437
33,QEP,2020-03-26,0 days 15:59:40.208839,438962,0.4,0.38,102700,37633,-53437,176204
34,QEP,2020-03-26,0 days 15:59:46.221566,262758,0.39,0.38,2172,38433,176204,-53437
35,QEP,2020-03-26,0 days 15:59:47.223781,438962,0.4,0.38,102700,38631,-53437,176204
36,WWE,2020-03-26,0 days 15:54:36.484883,42623,34.97,34.96,100,500,-6649,7801
37,WWE,2020-03-26,0 days 15:59:49.227970,34822,34.97,34.93,100,400,7801,-6329
38,WWE,2020-03-26,0 days 15:59:52.234754,42843,34.97,34.91,100,201,-6329,7801
39,WWE,2020-03-26,0 days 15:59:54.241304,34822,34.97,34.91,400,400,7801,-6329
