,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,A,2020-06-12,0 days 15:59:12.156942,215570,86.06,86.04,200,250,-1937,199
1,A,2020-06-12,0 days 15:59:13.158950,212952,86.05,86.02,315,350,2451,-1937
2,A,2020-06-12,0 days 15:59:23.183489,215589,86.09,86.05,141,100,-1587,430
3,A,2020-06-12,0 days 15:59:24.185695,212776,86.06,86.03,100,300,2646,-1587
4,A,2020-06-12,0 days 15:59:46.240568,204285,86.09,86.06,400,550,10337,-3916
5,A,2020-06-12,0 days 15:59:48.245779,215852,86.09,86.08,100,550,-1381,4167
6,A,2020-06-12,0 days 15:59:49.247498,214833,86.09,86.06,100,1150,919,-1381
7,ABB,2020-06-12,0 days 15:58:56.116059,32959,20.89,20.88,7000,15985,1191,-670
8,ABBV,2020-06-12,0 days 15:56:02.696586,588891,92.67,92.65,592,608,-7297,2316
9,ABBV,2020-06-12,0 days 15:56:03.699204,582907,92.65,92.63,456,500,5984,-7297
10,ABBV,2020-06-12,0 days 15:57:02.841732,590990,92.75,92.74,300,787,14,-86
11,ABBV,2020-06-12,0 days 15:57:07.854075,591427,92.74,92.73,1173,598,139,-423
12,ABBV,2020-06-12,0 days 15:57:33.916223,592159,92.69,92.67,704,200,-2752,2440
13,ABBV,2020-06-12,0 days 15:57:34.918868,586603,92.69,92.67,700,200,6243,-2752
14,ABBV,2020-06-12,0 days 15:57:42.937578,588962,92.72,92.7,1210,1338,3197,-4860
15,ABBV,2020-06-12,0 days 15:57:58.976439,588743,92.69,92.67,380,200,4916,-6184
16,ABBV,2020-06-12,0 days 15:58:13.012275,593142,92.69,92.68,800,500,2931,-2469
17,ABBV,2020-06-12,0 days 15:58:38.071466,592579,92.73,92.72,310,500,-5878,2032
18,ABBV,2020-06-12,0 days 15:58:39.073877,590457,92.73,92.72,310,710,2122,-5878
19,ABBV,2020-06-12,0 days 15:59:02.130534,614969,92.65,92.64,300,220,-3130,16378
20,ABBV,2020-06-12,0 days 15:59:03.135902,611140,92.61,92.6,300,1144,12516,-3130
21,ABBV,2020-06-12,0 days 15:59:05.139865,623756,92.6,92.58,600,300,-1701,3450
22,ABBV,2020-06-12,0 days 15:59:17.164764,647412,92.46,92.44,257,100,-18722,2590
23,ABBV,2020-06-12,0 days 15:59:22.177840,645999,92.46,92.44,239,507,-3486,3344
24,ABBV,2020-06-12,0 days 15:59:24.182579,644593,92.46,92.44,100,100,219,-981
25,ABBV,2020-06-12,0 days 15:59:25.184432,644812,92.47,92.45,842,400,-4881,219
26,ABBV,2020-06-12,0 days 15:59:26.186989,641355,92.41,92.4,400,201,8244,-4881
27,ABBV,2020-06-12,0 days 15:59:30.197567,645999,92.47,92.45,128,1900,-9798,40
