,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,A,2020-02-21,0 days 15:55:00.147518,161324,84.97,84.96,1476,677,4596,-7817
1,A,2020-02-21,0 days 15:56:42.393975,167580,84.96,84.95,1166,2348,-74,466
2,A,2020-02-21,0 days 15:56:53.420743,167654,84.95,84.94,1816,1126,36,-54
3,A,2020-02-21,0 days 15:56:54.423384,167690,84.95,84.94,2016,1026,-243,36
4,A,2020-02-21,0 days 15:56:55.425631,164233,84.95,84.94,2016,1131,3457,-243
5,A,2020-02-21,0 days 15:58:41.682598,172406,84.99,84.98,200,500,-681,719
6,A,2020-02-21,0 days 15:58:42.685181,170287,84.99,84.98,389,627,2119,-681
7,A,2020-02-21,0 days 15:59:39.823673,212706,85.04,85.03,1100,500,-2497,1835
8,A,2020-02-21,0 days 15:59:48.845253,212806,85.02,85.0,200,2638,-119,515
9,AA,2020-02-21,0 days 15:57:11.512129,328257,16.13,16.12,11147,4210,3460,-6003
10,AA,2020-02-21,0 days 15:57:12.514134,327017,16.13,16.12,11321,6510,-1040,3460
11,AA,2020-02-21,0 days 15:57:23.539945,328057,16.13,16.12,16205,6191,282,-740
12,AA,2020-02-21,0 days 15:57:24.542920,326539,16.13,16.12,16705,6186,-1218,282
13,AA,2020-02-21,0 days 15:57:34.567213,328103,16.13,16.12,16888,6401,1336,-1264
14,AA,2020-02-21,0 days 15:57:35.568956,326839,16.13,16.12,17988,5979,-964,1336
15,AA,2020-02-21,0 days 15:58:00.628866,328103,16.13,16.12,19148,17142,459,-2141
16,AA,2020-02-21,0 days 15:58:01.631593,326862,16.13,16.12,19748,17029,-1241,459
17,AA,2020-02-21,0 days 15:58:03.636888,328223,16.13,16.12,20068,16929,4362,-1361
18,AA,2020-02-21,0 days 15:58:05.641787,321226,16.13,16.12,20670,14031,-6997,3
19,AA,2020-02-21,0 days 15:59:39.867832,406204,16.12,16.11,18974,2300,21813,-3487
20,AA,2020-02-21,0 days 15:59:43.879370,403349,16.11,16.1,8002,27066,-2937,3663
21,AAN,2020-02-21,0 days 15:50:34.420389,50926,43.2,43.18,885,880,2654,-4514
22,AAN,2020-02-21,0 days 15:50:37.427837,50926,43.18,43.17,500,211,2754,-4514
23,AAN,2020-02-21,0 days 15:55:56.189823,62941,43.19,43.18,427,20,-5333,5493
24,ABBV,2020-02-21,0 days 15:59:16.732984,850854,94.97,94.96,579,910,-57902,83435
25,ABBV,2020-02-21,0 days 15:59:45.803914,985368,94.94,94.93,241,130,33351,-3143
26,ABBV,2020-02-21,0 days 15:59:46.806082,950889,94.97,94.96,143,200,-34479,33351
27,ABBV,2020-02-21,0 days 15:59:50.816369,985368,94.97,94.93,562,404,27827,-7317
28,ABBV,2020-02-21,0 days 15:59:51.817772,982541,95.0,94.96,474,900,-3813,27827
29,ABBV,2020-02-21,0 days 15:59:59.850218,983671,94.98,94.97,18599,637,-2683,26841
30,ABBV,2020-02-21,0 days 16:00:00.837645,986354,94.98,94.95,18300,13121,26841,-2683
31,ABEV,2020-02-21,0 days 15:57:35.397516,5496338,3.68,3.67,279069,773970,-6619,42481
32,ABEV,2020-02-21,0 days 15:57:37.402381,5316257,3.68,3.67,293853,792522,180081,-23919
33,ABEV,2020-02-21,0 days 15:59:06.617028,5791870,3.68,3.67,408712,890996,-64681,13976
