,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,ABEV,2020-04-28,0 days 15:59:46.198477,306744,2.13,2.12,752983,617591,-46340,34419
1,ABT,2020-04-28,0 days 15:59:51.212081,485966,91.42,91.39,700,200,8660,-5126
2,ABT,2020-04-28,0 days 15:59:52.214004,480173,91.52,91.5,200,800,-5084,8660
3,ABT,2020-04-28,0 days 15:59:54.221393,485966,91.47,91.46,100,200,117,-3286
4,ACM,2020-04-28,0 days 15:50:27.908649,48275,36.02,36.0,752,686,-15923,32077
5,ACM,2020-04-28,0 days 15:50:52.968891,66198,36.0,35.98,300,500,32077,-13123
6,ACM,2020-04-28,0 days 15:56:30.770358,51075,36.02,36.0,400,1047,-13123,32077
7,AMX,2020-04-28,0 days 15:57:34.935087,126051,11.35,11.34,1000,20435,-1834,4322
8,BSX,2020-04-28,0 days 15:57:34.884218,372146,35.89,35.88,3009,3434,-5203,121
9,BSX,2020-04-28,0 days 15:58:46.053846,373356,35.89,35.88,5428,2595,-3993,1331
10,BXMT,2020-04-28,0 days 15:51:13.998787,88666,20.97,20.95,1831,220,1109,-1592
11,BXMT,2020-04-28,0 days 15:54:10.420083,88666,20.99,20.96,900,455,1109,-1592
12,BXMT,2020-04-28,0 days 15:55:25.602243,87074,21.0,20.98,1000,500,-1592,1109
13,BXMT,2020-04-28,0 days 15:55:27.605857,88666,20.94,20.9,1000,1900,1109,-1592
14,CLDR,2020-04-28,0 days 15:59:14.141040,116591,7.98,7.97,5073,2862,1253,-308
15,CLDR,2020-04-28,0 days 15:59:48.222344,116161,8.0,7.99,13250,3978,-308,1253
16,DHR,2020-04-28,0 days 15:53:11.290192,149877,165.03,164.99,400,375,86,-88
17,DIS,2020-04-28,0 days 15:59:48.203878,522940,106.16,106.13,500,300,-1706,2147
18,F,2020-04-28,0 days 16:00:00.271187,2178361,5.39,5.38,50029,57010,-9981,152743
19,FTI,2020-04-28,0 days 16:00:00.231838,587816,7.97,7.96,13198,23500,-9389,43315
20,HPE,2020-04-28,0 days 15:59:51.252366,665571,9.79,9.78,10798,31682,2217,-13978
21,HRL,2020-04-28,0 days 15:59:51.252462,364477,47.78,47.76,468,924,-11429,16289
22,JPM,2020-04-28,0 days 15:58:53.120012,808977,95.34,95.33,1090,600,-3843,2808
23,KR,2020-04-28,0 days 15:57:30.877456,1813165,32.28,32.27,3054,4240,29304,-39449
24,LYB,2020-04-28,0 days 16:00:00.259868,255483,55.67,55.66,1343,220,846,-1714
25,MDT,2020-04-28,0 days 15:59:22.141594,439666,97.94,97.9,903,300,513,-802
26,MDT,2020-04-28,0 days 15:59:48.203770,435816,97.97,97.92,1356,600,-3850,743
27,MDT,2020-04-28,0 days 15:59:50.210926,439866,97.92,97.91,771,237,743,-3850
28,MDT,2020-04-28,0 days 15:59:52.214122,429973,98.07,98.04,200,1000,-9693,3041
29,MRK,2020-04-28,0 days 15:59:26.164989,2023632,80.89,80.88,800,1109,8086,-2379
30,MRK,2020-04-28,0 days 15:59:27.167229,2021453,80.9,80.89,649,1160,-2179,8086
31,MS,2020-04-28,0 days 15:55:15.602801,565928,40.08,40.07,700,5600,-6230,7626
32,MS,2020-04-28,0 days 15:55:19.613067,558571,40.07,40.06,4899,1000,7626,-6230
33,MS,2020-04-28,0 days 15:59:38.227085,558571,40.06,40.05,5199,1320,7626,-6230
34,ORCL,2020-04-28,0 days 15:59:51.225604,722244,53.17,53.15,3700,2220,11240,-29820
35,ORCL,2020-04-28,0 days 15:59:52.228096,704267,53.22,53.21,4780,300,-16644,11240
36,PLD,2020-04-28,0 days 15:59:55.267060,502178,89.6,89.56,300,400,559,-4191
37,PRTY,2020-04-28,0 days 15:53:19.298618,28612,0.5,0.49,42714,5103,-2547,6353
38,PRTY,2020-04-28,0 days 15:57:55.955503,31159,0.5,0.49,30795,1100,3653,-2547
39,PRTY,2020-04-28,0 days 15:57:59.964622,28612,0.5,0.49,29718,1000,-2547,3653
40,PRTY,2020-04-28,0 days 15:58:08.986748,31159,0.5,0.49,31377,900,3653,-2547
41,PRTY,2020-04-28,0 days 15:59:19.152943,28612,0.5,0.49,24400,1500,-2547,3653
42,QEP,2020-04-28,0 days 15:59:05.115848,128883,0.56,0.55,89991,883,-26381,9419
43,QEP,2020-04-28,0 days 15:59:12.132716,34614,0.56,0.55,57483,1418,94269,-26381
44,QEP,2020-04-28,0 days 15:59:13.134585,128883,0.56,0.55,87023,1418,-26381,94269
45,QEP,2020-04-28,0 days 15:59:14.137144,34614,0.56,0.55,57483,918,94269,-26381
46,TJX,2020-04-28,0 days 15:59:51.210842,510408,49.04,49.03,290,715,3223,-9013
47,TRTX,2020-04-28,0 days 15:57:48.967787,57974,7.23,7.21,900,800,-1818,14
48,V,2020-04-28,0 days 15:59:22.159740,755000,171.11,171.09,400,100,4578,-2015
49,V,2020-04-28,0 days 15:59:30.182013,752673,171.11,171.08,1900,100,-1915,4678
50,V,2020-04-28,0 days 15:59:35.190913,755000,171.09,171.08,200,200,4678,-1915
51,V,2020-04-28,0 days 15:59:47.219557,752846,171.21,171.14,200,747,-1742,11951
52,VFC,2020-04-28,0 days 15:59:51.239703,157554,59.44,59.43,166,1579,665,-1608
53,WES,2020-04-28,0 days 15:59:52.214215,100713,7.6,7.59,400,935,7090,-1514
54,XOM,2020-04-28,0 days 15:57:30.925760,1067347,45.07,45.06,2801,6815,-18128,21503
