,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,ACB,2020-03-03,0 days 15:55:00.117923,41711,1.33,1.32,105824,407663,-5238,7878
1,BAM,2020-03-03,0 days 15:50:52.622498,11285,61.18,61.14,1,784,-54,46
2,BAM,2020-03-03,0 days 15:50:55.609576,11339,61.15,61.11,97,900,46,-54
3,BAM,2020-03-03,0 days 15:51:34.703235,11339,61.14,61.1,100,603,46,-54
4,BAM,2020-03-03,0 days 15:51:50.741348,11285,61.15,61.12,900,200,-54,46
5,BAM,2020-03-03,0 days 15:51:57.758149,11339,61.12,61.08,900,500,46,-54
6,BAM,2020-03-03,0 days 15:51:59.762665,11285,61.13,61.11,100,241,-54,46
7,BAM,2020-03-03,0 days 15:52:06.779499,11339,61.12,61.08,300,1100,46,-54
8,BB,2020-03-03,0 days 15:55:00.065754,79108,4.93,4.92,60522,62980,6539,-4969
9,BE,2020-03-03,0 days 15:50:31.527259,24855,9.31,9.28,400,900,-622,1578
10,BE,2020-03-03,0 days 15:51:44.700886,24855,9.31,9.27,1208,800,-622,1578
11,BE,2020-03-03,0 days 15:52:17.809168,23377,9.29,9.26,130,800,1578,-622
12,BE,2020-03-03,0 days 15:52:55.871259,24855,9.3,9.28,4727,1378,-622,1578
13,BE,2020-03-03,0 days 15:55:15.206110,36661,9.35,9.33,200,200,859,-622
14,CBB,2020-03-03,0 days 15:55:21.115976,72841,14.44,14.42,405,600,16019,-50281
15,CBL,2020-03-03,0 days 15:55:00.274356,71944,0.57,0.56,9705,12200,10348,-8111
16,CBL,2020-03-03,0 days 15:55:18.317647,67787,0.57,0.56,9305,9700,-5657,8848
17,CDE,2020-03-03,0 days 15:55:00.169343,668075,4.52,4.51,5783,19428,-5160,12427
18,CUZ,2020-03-03,0 days 15:55:00.116930,219456,37.06,37.05,1,101,-1129,7305
19,CUZ,2020-03-03,0 days 15:55:01.120926,219085,37.06,37.05,1,101,371,-1129
20,DHI,2020-03-03,0 days 15:52:29.769513,238123,55.34,55.32,201,534,95,-5
21,DHI,2020-03-03,0 days 15:52:36.811922,238123,55.34,55.33,340,94,95,-5
22,DHI,2020-03-03,0 days 15:52:41.798582,238118,55.36,55.35,400,400,-5,95
23,DHI,2020-03-03,0 days 15:52:43.802548,238123,55.32,55.29,200,210,672,-5
24,DHI,2020-03-03,0 days 15:52:55.831883,238118,55.36,55.34,300,800,-5,95
25,DHI,2020-03-03,0 days 15:52:58.838427,238123,55.35,55.32,105,735,672,-5
26,DHI,2020-03-03,0 days 15:53:26.908258,238118,55.34,55.33,379,500,-5,95
27,DHI,2020-03-03,0 days 15:53:27.908851,238123,55.32,55.3,600,769,672,-5
28,ELAN,2020-03-03,0 days 15:55:27.607331,156791,26.94,26.93,209,692,-1594,822
29,KBH,2020-03-03,0 days 15:50:45.560025,91221,34.66,34.63,400,243,501,-239
30,KBH,2020-03-03,0 days 15:51:10.620289,91221,34.68,34.64,700,36,501,-239
31,KBH,2020-03-03,0 days 15:51:14.629630,91622,34.71,34.69,220,203,-239,501
32,KBH,2020-03-03,0 days 15:51:43.698602,91622,34.69,34.65,500,649,-239,401
33,KBH,2020-03-03,0 days 15:51:57.732548,91221,34.64,34.63,500,100,501,-239
34,KBH,2020-03-03,0 days 15:52:15.776160,91221,34.65,34.63,100,350,401,-239
35,KBH,2020-03-03,0 days 15:53:07.899965,91622,34.69,34.66,834,2,-239,401
36,LEN,2020-03-03,0 days 15:52:02.695759,178578,64.18,64.13,400,800,-220,158
37,LEN,2020-03-03,0 days 15:52:15.727012,178798,64.12,64.1,200,200,158,-220
38,LEN,2020-03-03,0 days 15:54:04.987915,178145,64.15,64.11,121,200,-653,158
39,LNC,2020-03-03,0 days 15:52:08.654538,144962,44.45,44.39,204,268,-8166,4861
40,LNC,2020-03-03,0 days 15:52:15.670148,140201,44.39,44.38,200,900,4861,-8166
41,LNC,2020-03-03,0 days 15:52:20.682419,144962,44.44,44.39,259,420,-8166,4861
42,LNC,2020-03-03,0 days 15:52:36.790162,140201,44.47,44.39,100,539,4861,-8166
43,LNC,2020-03-03,0 days 15:52:41.734207,144962,44.47,44.42,567,200,-8166,4861
44,LNC,2020-03-03,0 days 15:52:55.766861,144962,44.44,44.39,300,400,-8166,4861
45,LNC,2020-03-03,0 days 15:52:57.771155,140201,44.41,44.38,100,864,4861,-8166
46,PXD,2020-03-03,0 days 15:50:02.356706,168826,119.77,119.7,204,298,11860,-10340
47,PXD,2020-03-03,0 days 15:50:14.383462,158486,119.94,119.82,211,240,-10340,11860
48,PXD,2020-03-03,0 days 15:50:56.496847,168826,119.77,119.68,200,344,11860,-10340
49,PXD,2020-03-03,0 days 15:51:00.492976,158486,119.87,119.76,122,200,-10340,11860
50,PXD,2020-03-03,0 days 15:51:57.628896,168826,119.72,119.67,12,552,11860,-10340
51,PXD,2020-03-03,0 days 15:52:02.642418,158486,119.93,119.8,116,517,-10340,11860
52,PXD,2020-03-03,0 days 15:52:17.676607,168826,119.75,119.71,242,249,11860,-10340
53,PXD,2020-03-03,0 days 15:52:20.684739,158486,119.81,119.72,100,100,-10340,11860
54,PXD,2020-03-03,0 days 15:53:10.803822,168826,119.86,119.74,12,666,11860,-10340
55,PXD,2020-03-03,0 days 15:53:39.872997,158486,119.89,119.74,100,239,-10340,11860
56,RJF,2020-03-03,0 days 15:50:38.438922,83301,80.78,80.68,90,73,681,-519
57,RJF,2020-03-03,0 days 15:50:47.460826,82782,80.82,80.71,90,90,-519,681
58,RJF,2020-03-03,0 days 15:50:57.485554,83301,80.87,80.72,304,90,581,-519
59,RJF,2020-03-03,0 days 15:51:00.491455,82782,80.83,80.72,90,500,-839,581
60,RJF,2020-03-03,0 days 15:51:06.506658,83301,80.82,80.67,90,37,581,-519
61,RJF,2020-03-03,0 days 15:51:14.524769,82782,80.79,80.75,3,100,-519,681
62,RJF,2020-03-03,0 days 15:51:15.528081,83301,80.79,80.7,3,90,681,-519
63,RJF,2020-03-03,0 days 15:51:20.539415,82782,80.79,80.69,374,5,-519,681
64,RJF,2020-03-03,0 days 15:51:23.571430,83301,80.76,80.65,4,5,681,-839
65,RLGY,2020-03-03,0 days 15:50:37.641146,87887,8.45,8.44,1500,950,-89,459
66,RLGY,2020-03-03,0 days 15:51:17.736839,87628,8.43,8.42,700,860,459,-89
