,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,AA,2020-09-18,0 days 15:59:44.294030,1658184,13.33,13.32,22963,14458,3447,-271
1,AA,2020-09-18,0 days 15:59:48.277983,1648620,13.33,13.32,15853,25607,-9564,28636
2,AA,2020-09-18,0 days 15:59:58.275078,1631684,13.32,13.31,10406,4291,9344,-16256
3,ABT,2020-09-18,0 days 15:59:37.295693,2201834,106.97,106.95,100,1734,3746,-14854
4,ABT,2020-09-18,0 days 15:59:38.295205,2181273,107.01,106.99,200,200,-20561,3746
5,ABT,2020-09-18,0 days 15:59:46.301061,2205668,106.95,106.93,400,301,2762,-19198
6,ABT,2020-09-18,0 days 15:59:47.295653,2182879,106.94,106.93,200,500,-22789,2762
7,ABT,2020-09-18,0 days 15:59:56.297316,2203629,106.9,106.86,900,5096,-1030,1270
8,ABT,2020-09-18,0 days 15:59:57.296868,2202359,106.87,106.85,603,100,1270,-1030
9,ACB,2020-09-18,0 days 15:55:01.754998,17688,6.53,6.52,6404,4107,-6480,820
10,ACB,2020-09-18,0 days 15:55:02.755418,16768,6.53,6.52,11904,4107,820,-6480
11,ACB,2020-09-18,0 days 15:57:09.753079,17588,6.53,6.52,5040,8984,-1733,817
12,ACB,2020-09-18,0 days 15:57:10.753274,21873,6.53,6.52,5840,8774,2815,-1733
13,ACI,2020-09-18,0 days 15:59:17.297218,2737499,13.03,13.02,45566,4938,473423,-22215
14,ACN,2020-09-18,0 days 15:59:00.302190,1068814,236.37,236.31,304,125,-6840,21850
15,ACN,2020-09-18,0 days 15:59:01.298472,1058556,236.3,236.25,225,125,13557,-6840
16,ACN,2020-09-18,0 days 15:59:06.300520,1067209,236.41,236.36,914,117,-251,149
17,ACN,2020-09-18,0 days 15:59:10.301213,1064271,236.42,236.39,125,201,2938,-1151
18,ACN,2020-09-18,0 days 15:59:15.300891,1068709,236.39,236.36,721,243,-1381,1819
19,ACN,2020-09-18,0 days 15:59:16.296352,1066390,236.37,236.31,125,425,2319,-1381
20,ACN,2020-09-18,0 days 15:59:18.295613,1090515,236.12,236.06,439,275,-85573,2319
21,ACN,2020-09-18,0 days 15:59:36.297423,1146138,236.09,235.97,586,912,22193,-27317
22,ACN,2020-09-18,0 days 15:59:38.297897,1169222,236.07,236.02,449,800,-616,1393
23,ACN,2020-09-18,0 days 15:59:41.300020,1146613,236.01,235.97,810,418,22609,-2013
24,ACN,2020-09-18,0 days 15:59:42.299558,1151723,236.12,236.02,720,425,-19590,22609
25,ACN,2020-09-18,0 days 15:59:47.298680,1151844,236.02,235.98,325,400,3882,-2846
26,ACN,2020-09-18,0 days 15:59:48.299304,1151826,236.11,236.07,125,174,-10012,3882
27,ADM,2020-09-18,0 days 15:59:46.299115,2651598,47.67,47.66,694,3501,-752,17188
28,ADT,2020-09-18,0 days 15:59:17.297445,2309694,8.74,8.73,32494,55986,52877,-222950
29,ADT,2020-09-18,0 days 15:59:18.292995,2293471,8.74,8.73,29541,58586,-46088,52877
30,ADT,2020-09-18,0 days 15:59:26.296989,2339559,8.73,8.72,14456,26875,2877,-17823
31,ADT,2020-09-18,0 days 15:59:30.299098,2323466,8.73,8.72,45241,42275,-16093,19107
32,ADT,2020-09-18,0 days 15:59:45.303433,2339559,8.73,8.72,52521,66221,26600,-6000
33,ADT,2020-09-18,0 days 15:59:46.301569,2333359,8.73,8.72,31530,51983,-6200,26600
34,AEO,2020-09-18,0 days 15:56:09.328134,1619742,14.66,14.65,14033,3243,-7062,6559
35,AEO,2020-09-18,0 days 15:57:04.330570,1646092,14.66,14.65,4719,16825,-6516,64184
36,AEO,2020-09-18,0 days 15:57:19.330646,1605259,14.66,14.65,2263,18643,-47437,30484
37,AEO,2020-09-18,0 days 15:58:20.329521,1647737,14.65,14.64,12405,7000,-6776,824
38,AEO,2020-09-18,0 days 15:59:31.331997,1718455,14.64,14.63,7702,11467,2386,-3114
39,AEO,2020-09-18,0 days 15:59:46.324530,1714160,14.64,14.63,2374,17235,-4295,33005
40,AES,2020-09-18,0 days 15:55:07.288026,2544523,18.82,18.81,4176,11840,-14508,27091
41,AES,2020-09-18,0 days 15:55:48.289913,2579887,18.84,18.83,11570,13269,36605,-4233
42,AES,2020-09-18,0 days 15:55:54.291623,2617014,18.85,18.84,20657,24719,-21373,14705
43,AES,2020-09-18,0 days 15:56:55.291441,2577527,18.84,18.83,20428,15935,-24560,17240
44,AES,2020-09-18,0 days 15:57:39.293198,2617489,18.82,18.81,14364,12290,-4252,5548
45,AES,2020-09-18,0 days 15:57:42.293502,2627241,18.81,18.8,21147,14092,11048,-9752
46,AES,2020-09-18,0 days 15:59:46.298857,2841219,18.81,18.8,38747,15542,26543,-9634
47,AES,2020-09-18,0 days 15:59:47.298767,2832262,18.81,18.8,43125,13006,-8957,26543
48,AES,2020-09-18,0 days 15:59:48.299475,2841219,18.81,18.8,45521,12902,2915,-8957
49,AES,2020-09-18,0 days 15:59:49.300632,2836691,18.81,18.8,31864,18315,-4528,2915
50,AFL,2020-09-18,0 days 15:59:17.755765,7292191,37.83,37.82,5851,4276,-160066,618890
51,AFL,2020-09-18,0 days 15:59:19.755377,7419123,37.77,37.76,4208,1454,76068,-160066
52,AFL,2020-09-18,0 days 15:59:48.758474,7422643,37.78,37.77,8396,3830,6408,-7192
53,AG,2020-09-18,0 days 15:59:17.296711,1045241,11.92,11.91,8151,45835,-32596,28866
54,AG,2020-09-18,0 days 15:59:18.296715,1041037,11.92,11.91,8120,45435,4204,-32596
55,AG,2020-09-18,0 days 15:59:46.299030,1061509,11.91,11.9,39402,16194,-24654,2468
56,AG,2020-09-18,0 days 15:59:47.298986,1052163,11.91,11.9,40904,14894,9346,-24654
57,AG,2020-09-18,0 days 15:59:48.299629,1061509,11.91,11.9,37145,16994,-480,9346
58,AG,2020-09-18,0 days 15:59:49.300781,1057603,11.91,11.9,32307,17456,3906,-480
59,AGI,2020-09-18,0 days 15:55:41.263370,1457663,9.47,9.46,31436,16319,-4385,644
60,AGI,2020-09-18,0 days 15:55:42.263304,1453948,9.47,9.46,31426,13932,3715,-4385
61,AGI,2020-09-18,0 days 15:55:50.264008,1457663,9.47,9.46,38137,14019,-9597,18503
62,AGI,2020-09-18,0 days 15:55:51.263771,1457660,9.47,9.46,37637,14519,3,-9597
63,AGI,2020-09-18,0 days 15:57:08.266656,1451592,9.47,9.46,35109,25515,6071,-28029
64,AGI,2020-09-18,0 days 15:59:17.269990,1457620,9.47,9.46,39356,39693,-107358,1381
65,AIG,2020-09-18,0 days 15:57:02.293002,3978290,27.95,27.94,4298,1651,-28094,19484
66,AIG,2020-09-18,0 days 15:57:16.293388,3967986,27.96,27.95,3480,3446,8104,-49896
67,AIG,2020-09-18,0 days 15:57:22.293075,3968086,27.96,27.95,300,8532,7704,-40196
68,AIG,2020-09-18,0 days 15:57:31.293939,3975790,27.96,27.95,2710,3995,-40410,58068
69,AIG,2020-09-18,0 days 15:57:32.294470,3968200,27.95,27.94,1470,5951,7590,-40410
70,ALLY,2020-09-18,0 days 15:59:17.329672,1660803,25.57,25.56,200,11904,337906,-82708
71,ALLY,2020-09-18,0 days 15:59:18.329833,1872703,25.64,25.63,5348,6784,-44725,337906
72,ALLY,2020-09-18,0 days 15:59:19.329774,1847828,25.62,25.61,100,7094,25375,-44725
73,ALLY,2020-09-18,0 days 15:59:21.328813,1821813,25.63,25.62,907,5749,-27598,24092
74,ALLY,2020-09-18,0 days 15:59:27.328774,1812749,25.65,25.64,3574,4866,4664,-3598
75,AM,2020-09-18,0 days 15:59:46.294554,1695011,5.42,5.41,47255,11840,7395,-12371
76,AM,2020-09-18,0 days 15:59:47.277319,1650752,5.42,5.41,24545,30386,-44259,7395
77,AMC,2020-09-18,0 days 15:55:00.290602,162047,5.68,5.67,9601,7622,-1372,64856
78,AMC,2020-09-18,0 days 15:55:01.288366,160819,5.68,5.67,11892,2415,1228,-1372
79,AMC,2020-09-18,0 days 15:59:39.295090,172266,5.67,5.66,22891,10992,-7281,1719
80,AMC,2020-09-18,0 days 15:59:40.296203,171047,5.67,5.66,23866,9471,1219,-7281
81,AMCR,2020-09-18,0 days 15:53:13.739913,2947847,11.24,11.23,28822,12641,-26066,27491
82,AMCR,2020-09-18,0 days 15:55:00.756317,3401238,11.25,11.24,1334,45316,58557,-55066
83,AMCR,2020-09-18,0 days 15:58:04.757925,3511613,11.26,11.25,47778,45834,-16507,49790
84,AMCR,2020-09-18,0 days 15:58:05.761140,3449220,11.26,11.25,49628,45534,58293,-16507
85,AMCR,2020-09-18,0 days 15:58:51.757287,3547833,11.26,11.25,37428,45523,-6217,52683
86,AMCR,2020-09-18,0 days 15:58:52.758765,3527750,11.26,11.25,33581,45523,15983,-6217
87,AMCR,2020-09-18,0 days 15:59:11.758418,3497375,11.27,11.26,61236,31299,73691,-113654
88,AMCR,2020-09-18,0 days 15:59:12.757790,3575166,11.27,11.26,58323,38250,-41924,73691
89,AMCR,2020-09-18,0 days 15:59:13.758437,3561390,11.27,11.26,53711,54030,9676,-41924
90,AMCR,2020-09-18,0 days 15:59:16.755940,3519602,11.27,11.26,42484,63601,-45741,9676
91,AMCR,2020-09-18,0 days 15:59:17.755789,3458343,11.27,11.26,43610,50186,57159,-45741
92,AMCR,2020-09-18,0 days 15:59:28.756104,3519602,11.27,11.26,53817,60096,-24631,6459
93,AMCR,2020-09-18,0 days 15:59:30.759671,3486683,11.27,11.26,56686,59368,28819,-25581
94,AMCR,2020-09-18,0 days 15:59:33.756007,3519602,11.27,11.26,63433,43822,-26472,4519
95,AMCR,2020-09-18,0 days 15:59:34.757290,3508174,11.27,11.26,67283,36819,7328,-26472
96,AMCR,2020-09-18,0 days 15:59:46.758594,3627374,11.26,11.25,45074,37725,3766,-24734
97,AMT,2020-09-18,0 days 15:55:50.289963,740131,246.15,246.08,483,1045,-766,2411
98,AMT,2020-09-18,0 days 15:55:51.289822,736997,246.14,246.02,200,125,4894,-766
99,AMT,2020-09-18,0 days 15:57:01.293745,745423,245.84,245.8,100,330,-3462,187369
100,AMT,2020-09-18,0 days 15:57:02.292994,742085,245.84,245.8,100,100,3338,-3462
101,AMT,2020-09-18,0 days 15:57:35.293735,745423,245.89,245.84,125,318,-319,545
102,AMT,2020-09-18,0 days 15:57:36.294685,741142,245.85,245.82,615,300,4281,-319
103,AMT,2020-09-18,0 days 15:57:49.293089,745423,245.89,245.84,125,400,-33407,172622
104,AMT,2020-09-18,0 days 15:57:50.296007,744630,245.79,245.75,306,237,793,-33407
105,AMT,2020-09-18,0 days 15:58:00.295662,745423,245.88,245.76,222,354,-19207,171624
106,AMT,2020-09-18,0 days 15:58:01.298159,718294,245.81,245.72,306,100,25122,-19207
107,AMT,2020-09-18,0 days 15:58:05.295171,743416,245.87,245.82,140,294,-1181,194850
108,AMT,2020-09-18,0 days 15:58:06.295360,543866,245.78,245.74,129,125,199550,-1181
109,AMT,2020-09-18,0 days 15:58:19.295540,743940,245.91,245.83,109,264,-10257,4543
110,AMT,2020-09-18,0 days 15:58:20.295718,741297,245.99,245.85,300,125,2601,-10257
111,AMT,2020-09-18,0 days 15:58:28.295563,743698,245.98,245.84,200,398,-4299,3343
112,AMT,2020-09-18,0 days 15:58:29.295445,741097,246.02,245.92,100,125,2601,-4299
113,AMT,2020-09-18,0 days 15:58:39.295712,741003,246.1,246.03,200,325,-473,127
114,AMT,2020-09-18,0 days 15:58:40.296721,738476,246.09,246.04,325,190,2927,-473
115,AMT,2020-09-18,0 days 15:58:52.296454,739244,246.14,246.04,243,311,-507,2006
116,AMT,2020-09-18,0 days 15:58:53.296665,737251,246.15,246.05,416,336,1595,-507
117,AMT,2020-09-18,0 days 15:59:03.297820,738846,246.24,246.14,225,350,-6457,2193
118,AMT,2020-09-18,0 days 15:59:05.300092,738054,246.2,246.08,640,325,792,-6508
119,AMT,2020-09-18,0 days 15:59:07.299634,753326,246.3,246.17,100,325,-4583,737
120,AMT,2020-09-18,0 days 15:59:14.299643,750117,246.21,246.17,300,217,3508,-8992
121,AMT,2020-09-18,0 days 15:59:24.296214,756183,246.08,246.03,125,100,-4739,3267
