,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,AA,2020-09-29,0 days 15:55:00.241944,269366,11.71,11.7,14762,5914,-1035,35326
1,AA,2020-09-29,0 days 15:55:01.241317,268001,11.71,11.7,15762,5757,1365,-1035
2,AA,2020-09-29,0 days 15:55:26.242648,269366,11.71,11.7,16540,3801,-235,1365
3,AA,2020-09-29,0 days 15:55:27.242336,268101,11.71,11.7,16840,2501,1265,-235
4,AA,2020-09-29,0 days 15:55:50.243057,277275,11.69,11.68,14318,4844,-26,1392
5,AA,2020-09-29,0 days 15:55:56.242415,277301,11.7,11.69,9500,11160,491,-26
6,AA,2020-09-29,0 days 15:56:17.242759,277792,11.7,11.69,15610,7111,-6421,923
7,AA,2020-09-29,0 days 15:56:48.243102,275969,11.7,11.69,14766,8019,1823,-6421
8,AA,2020-09-29,0 days 15:57:03.243610,277792,11.7,11.69,13378,11662,-5021,1823
9,AA,2020-09-29,0 days 15:57:09.244192,267927,11.7,11.69,21523,1700,10765,-5021
10,AA,2020-09-29,0 days 15:57:16.243746,278692,11.69,11.68,15242,5078,-4098,1565
11,AA,2020-09-29,0 days 15:57:27.244023,268846,11.69,11.68,21109,3573,10446,-3098
12,AA,2020-09-29,0 days 15:57:33.244862,279292,11.68,11.67,11235,10327,-7198,1046
13,AA,2020-09-29,0 days 15:57:34.244392,277090,11.68,11.67,11803,9927,2202,-7198
14,AA,2020-09-29,0 days 15:57:38.244859,279292,11.68,11.67,11966,10657,-5098,302
15,AA,2020-09-29,0 days 15:59:12.249228,294843,11.68,11.67,15510,5424,12069,-12671
16,AA,2020-09-29,0 days 15:59:36.248836,305012,11.68,11.67,7104,16831,-8368,8265
17,AA,2020-09-29,0 days 15:59:37.248515,304580,11.68,11.67,7504,10631,432,-8368
18,AA,2020-09-29,0 days 15:59:39.248679,305012,11.68,11.67,7904,17088,-33468,432
19,AA,2020-09-29,0 days 15:59:40.249075,304580,11.68,11.67,12607,14188,432,-33468
20,AA,2020-09-29,0 days 15:59:44.248790,305012,11.68,11.67,6704,12709,-9568,432
21,ABBV,2020-09-29,0 days 15:55:08.230354,310843,86.89,86.88,682,724,12566,-2636
