,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,AA,2020-09-16,0 days 15:57:35.255405,437118,13.93,13.92,11962,7177,-1075,1925
1,AA,2020-09-16,0 days 15:57:36.255184,429893,13.93,13.92,13182,4748,7225,-1075
2,AA,2020-09-16,0 days 15:57:38.255594,437118,13.93,13.92,12282,5248,-75,4225
3,AA,2020-09-16,0 days 15:57:39.255722,430793,13.93,13.92,14771,4937,6325,-75
4,AA,2020-09-16,0 days 15:57:43.256417,437118,13.93,13.92,12865,4661,-9575,2025
5,AA,2020-09-16,0 days 15:57:44.255138,432293,13.93,13.92,17065,3411,4825,-9575
6,AA,2020-09-16,0 days 15:58:20.256597,438438,13.92,13.91,9229,11887,-2155,3245
7,AA,2020-09-16,0 days 15:58:21.256594,434193,13.92,13.91,8324,21147,2645,-2155
8,AA,2020-09-16,0 days 15:58:28.256859,438438,13.92,13.91,6592,12264,-7755,4245
9,AA,2020-09-16,0 days 15:58:29.257356,431193,13.92,13.91,9981,10564,7245,-7755
10,AA,2020-09-16,0 days 15:59:12.260302,441197,13.92,13.91,12816,7535,-1638,362
11,AA,2020-09-16,0 days 15:59:16.259310,442897,13.91,13.9,17194,8888,-8986,862
12,ABBV,2020-09-16,0 days 15:59:32.032111,800830,89.79,89.78,1285,1164,9588,-36029
13,ABBV,2020-09-16,0 days 15:59:33.032935,803375,89.78,89.77,200,600,-275,9588
14,ABBV,2020-09-16,0 days 15:59:39.033664,808293,89.76,89.75,693,856,13295,-1718
15,ABBV,2020-09-16,0 days 15:59:40.034269,782418,89.79,89.78,423,1868,-26368,13295
16,ABBV,2020-09-16,0 days 15:59:41.034485,808786,89.77,89.76,2250,600,36945,-26368
17,ABBV,2020-09-16,0 days 15:59:42.033289,782318,89.8,89.79,100,1300,-27368,36945
18,ABBV,2020-09-16,0 days 15:59:43.032180,809684,89.78,89.77,1350,1022,36947,-27368
