,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,AA,2020-07-17,0 days 15:55:01.007522,491386,13.01,13.0,1520,13900,7550,-232134
1,AA,2020-07-17,0 days 15:55:02.006067,470036,13.02,13.01,3775,12849,-21350,7550
2,AA,2020-07-17,0 days 15:59:06.597066,544837,13.02,13.01,2581,12062,38440,-3686
3,AA,2020-07-17,0 days 15:59:07.599686,526577,13.03,13.02,3729,10486,-18260,38440
4,AA,2020-07-17,0 days 15:59:11.609194,545237,13.03,13.02,1752,12907,52037,-16160
5,AA,2020-07-17,0 days 15:59:12.611743,532297,13.04,13.03,8000,2000,-12540,52037
6,AA,2020-07-17,0 days 15:59:15.618340,544837,13.03,13.02,29490,5233,188658,-12540
7,AA,2020-07-17,0 days 15:59:39.677027,630022,13.06,13.05,2324,13500,-1618,2785
8,AA,2020-07-17,0 days 15:59:46.694278,664449,13.06,13.05,1789,14620,-5355,25949
9,ABB,2020-07-17,0 days 15:59:01.710299,25566,24.78,24.77,20133,13720,8791,-11209
10,ABB,2020-07-17,0 days 15:59:02.712249,24943,24.78,24.77,18071,14020,-623,8791
11,ABB,2020-07-17,0 days 15:59:05.720004,25566,24.78,24.77,13444,14720,175,-623
12,ABB,2020-07-17,0 days 15:59:24.764400,24041,24.78,24.77,14588,13703,-1527,173
13,ABBV,2020-07-17,0 days 15:59:04.753433,1243277,100.98,100.96,600,600,-39900,75234
14,ABBV,2020-07-17,0 days 15:59:42.844164,1339831,100.86,100.85,107,1199,19727,-75643
15,ABBV,2020-07-17,0 days 15:59:43.847322,1334458,100.86,100.85,400,712,-5594,19727
16,ABBV,2020-07-17,0 days 15:59:45.850971,1340149,100.87,100.86,100,510,10638,-8310
17,ABBV,2020-07-17,0 days 15:59:46.853807,1331187,100.88,100.86,100,710,-5452,10638
18,ABEV,2020-07-17,0 days 15:59:36.744462,202664,2.62,2.61,651512,182227,54908,-64592
19,ABEV,2020-07-17,0 days 15:59:37.746437,199372,2.62,2.61,651512,180227,-3292,54908
20,ABEV,2020-07-17,0 days 15:59:45.766502,202664,2.62,2.61,622901,158957,13508,-1492
21,ABEV,2020-07-17,0 days 15:59:46.768888,200272,2.62,2.61,611401,158457,-8128,13508
22,ABT,2020-07-17,0 days 15:57:49.484984,1179145,99.31,99.29,740,700,2212,-1788
23,ABT,2020-07-17,0 days 15:57:50.488671,1175328,99.37,99.35,200,800,-3817,2212
24,ABT,2020-07-17,0 days 15:58:21.563320,1178899,99.32,99.31,600,300,-246,454
25,ABT,2020-07-17,0 days 15:59:04.667311,1187297,99.32,99.31,1400,300,6451,-2127
26,ABT,2020-07-17,0 days 15:59:11.684390,1268295,99.31,99.3,310,190,-101595,8979
27,ADM,2020-07-17,0 days 15:57:34.497588,473373,41.24,41.23,3047,1608,-2704,4396
