,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,BA,2020-05-06,0 days 15:59:51.238102,182910,121.87,121.83,1444,699,2431,-1827
1,BAC,2020-05-06,0 days 15:57:30.932684,4685900,22.38,22.37,44668,38764,-4379,18679
2,BRK.B,2020-05-06,0 days 15:59:55.220933,592805,172.46,172.35,300,200,50989,-44963
3,BRK.B,2020-05-06,0 days 15:59:57.225917,543530,172.51,172.37,688,2915,-44663,50989
4,CCO,2020-05-06,0 days 15:55:19.629020,23377,0.76,0.75,337,37700,-24901,10437
5,CCO,2020-05-06,0 days 15:55:57.714901,12940,0.76,0.75,1590,37700,14795,-22722
6,CCO,2020-05-06,0 days 15:57:48.969336,27735,0.76,0.75,990,12700,-19843,14795
7,CCO,2020-05-06,0 days 15:57:56.988367,12940,0.76,0.75,990,13124,14795,-19843
8,CCO,2020-05-06,0 days 15:58:56.130592,27735,0.76,0.75,790,14268,-19843,14795
9,CCO,2020-05-06,0 days 15:59:06.154953,12940,0.76,0.75,1640,118,14795,-19843
10,CHAP,2020-05-06,0 days 15:50:10.846435,3556,0.36,0.35,179,75134,3258,-40
11,CHAP,2020-05-06,0 days 15:50:42.922435,6814,0.37,0.36,34000,1100,-40,3258
12,CHAP,2020-05-06,0 days 15:52:30.178059,3556,0.36,0.35,406,76534,3258,-40
13,CHAP,2020-05-06,0 days 15:52:46.216097,6814,0.36,0.35,306,65534,-40,3258
14,CHAP,2020-05-06,0 days 15:52:50.226700,3556,0.36,0.35,306,84829,3258,-40
15,CHAP,2020-05-06,0 days 15:52:52.231180,6814,0.37,0.36,48400,10300,-40,3258
16,CHAP,2020-05-06,0 days 15:53:54.378412,3556,0.37,0.36,47900,11033,3258,-40
17,CHAP,2020-05-06,0 days 15:57:29.884177,6814,0.37,0.36,3605,23500,-40,3258
18,CIM,2020-05-06,0 days 15:59:45.199220,245488,7.84,7.83,10006,200,1283,-1917
19,CTL,2020-05-06,0 days 15:59:30.182334,2120153,9.93,9.92,4174,11135,-11285,100818
20,CTL,2020-05-06,0 days 15:59:31.182620,2010263,9.89,9.88,13963,489,110176,-11285
21,CTL,2020-05-06,0 days 15:59:40.204821,2039425,9.89,9.88,10983,34100,80914,-7343
22,CTL,2020-05-06,0 days 15:59:42.204751,2120453,9.92,9.91,3600,11000,-99151,11114
23,CTL,2020-05-06,0 days 15:59:48.211231,2120653,9.89,9.88,16603,25261,-5643,4914
24,CVS,2020-05-06,0 days 15:52:08.179817,1223370,60.51,60.5,100,1049,-35601,6878
25,CVS,2020-05-06,0 days 15:52:46.270906,1223370,60.52,60.51,600,300,-35601,6878
26,CVS,2020-05-06,0 days 15:56:52.814280,1223370,60.55,60.51,1096,1569,-35601,6978
27,CVS,2020-05-06,0 days 15:58:01.971416,1223370,60.53,60.5,1500,100,-35601,6878
