,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,AA,2020-09-10,0 days 15:55:39.249406,84916,13.83,13.82,9146,9305,340,-326
1,AA,2020-09-10,0 days 15:55:41.250093,85256,13.83,13.82,6440,14772,-10054,340
2,AA,2020-09-10,0 days 15:55:45.250035,95310,13.83,13.82,9199,12834,5746,-1054
3,AA,2020-09-10,0 days 15:57:13.251009,108292,13.81,13.8,11239,16762,-25,75
4,AA,2020-09-10,0 days 15:57:15.246669,108317,13.81,13.8,3685,20856,375,-25
5,AA,2020-09-10,0 days 15:57:44.246928,110864,13.81,13.8,15270,9222,-553,1247
6,AA,2020-09-10,0 days 15:57:45.246680,110017,13.81,13.8,16570,9622,847,-553
7,AA,2020-09-10,0 days 15:57:47.247476,110864,13.81,13.8,15470,9090,-253,747
8,AA,2020-09-10,0 days 15:57:48.247290,105017,13.81,13.8,15567,9671,5847,-253
9,AA,2020-09-10,0 days 15:59:04.251957,110564,13.82,13.81,16714,5137,-2593,350
10,AA,2020-09-10,0 days 15:59:37.253769,131534,13.8,13.79,21467,5744,-51,194
11,AA,2020-09-10,0 days 15:59:46.253862,131585,13.79,13.78,17817,26259,3806,-51
12,AA,2020-09-10,0 days 15:59:47.253121,130791,13.79,13.78,10775,26849,-794,3806
13,ABB,2020-09-10,0 days 15:59:46.126610,39126,25.98,25.97,18071,33576,1997,-1308
14,ABB,2020-09-10,0 days 15:59:47.125763,38115,25.98,25.97,26063,18452,-916,1997
15,ABBV,2020-09-10,0 days 15:56:04.989956,664613,89.89,89.88,1200,787,-1745,2283
16,ABBV,2020-09-10,0 days 15:56:05.990374,657958,89.89,89.88,1936,618,6655,-1745
17,ABBV,2020-09-10,0 days 15:57:34.992578,672386,89.79,89.78,809,1390,-4206,1377
18,ABBV,2020-09-10,0 days 15:57:35.992521,666792,89.79,89.78,2048,700,5594,-4206
19,ABBV,2020-09-10,0 days 15:57:36.993392,672386,89.79,89.78,1795,600,-5613,5594
20,ABBV,2020-09-10,0 days 15:57:37.992687,668199,89.79,89.78,3148,600,4187,-5613
21,ABBV,2020-09-10,0 days 15:58:15.996793,671219,89.76,89.75,334,1057,-4,3541
22,ABBV,2020-09-10,0 days 15:58:16.995326,663323,89.76,89.75,1425,1123,7896,-4
23,ABBV,2020-09-10,0 days 15:58:20.995230,671219,89.76,89.75,1201,1357,-2304,2796
24,ABBV,2020-09-10,0 days 15:58:21.995345,667723,89.75,89.74,1271,967,3496,-2304
25,ABBV,2020-09-10,0 days 15:59:21.999085,677529,89.71,89.7,1300,411,11138,-13603
26,ABBV,2020-09-10,0 days 15:59:22.997167,688770,89.72,89.71,260,1100,-244,11138
27,ABBV,2020-09-10,0 days 15:59:24.997280,689014,89.71,89.7,300,400,773,-347
28,ABBV,2020-09-10,0 days 15:59:25.997598,688770,89.71,89.69,981,1153,-244,773
29,ABBV,2020-09-10,0 days 15:59:28.997423,688314,89.7,89.68,1203,920,1473,-3744
30,ABBV,2020-09-10,0 days 15:59:44.999025,691173,89.67,89.66,313,1450,-46215,28871
31,ABEV,2020-09-10,0 days 15:55:00.235282,58393,2.35,2.34,1014433,91530,-24196,741
32,ABEV,2020-09-10,0 days 15:59:36.244944,131889,2.34,2.33,511514,1155094,34172,-40128
33,ABEV,2020-09-10,0 days 15:59:37.246305,129861,2.34,2.33,784242,1144294,-2028,34172
34,ABT,2020-09-10,0 days 15:54:49.233657,429769,104.51,104.47,200,300,-537,335
35,ABT,2020-09-10,0 days 15:54:51.232609,430306,104.48,104.44,552,100,335,-537
36,ABT,2020-09-10,0 days 15:55:15.235334,521548,104.5,104.48,400,200,1397,-203
37,ABT,2020-09-10,0 days 15:55:55.237152,528383,104.42,104.37,900,500,-8123,916
38,ABT,2020-09-10,0 days 15:55:56.237092,528106,104.42,104.39,100,400,277,-8123
39,ABT,2020-09-10,0 days 15:56:02.237375,526210,104.45,104.43,200,200,1299,-723
40,ABT,2020-09-10,0 days 15:56:24.238801,536600,104.47,104.43,400,400,-590,1710
41,ABT,2020-09-10,0 days 15:56:25.238703,536090,104.44,104.42,100,1100,510,-590
42,ABT,2020-09-10,0 days 15:56:33.238992,539023,104.46,104.44,300,300,-567,1033
43,ABT,2020-09-10,0 days 15:56:35.238676,537490,104.44,104.42,200,603,659,-141
44,ABT,2020-09-10,0 days 15:57:38.240192,554497,104.2,104.18,512,818,-1116,2284
45,ABT,2020-09-10,0 days 15:57:39.240175,552213,104.2,104.18,212,1041,4484,-1116
46,ABT,2020-09-10,0 days 15:57:44.240983,556697,104.21,104.19,100,400,-528,4272
47,ABT,2020-09-10,0 days 15:57:45.240767,548325,104.24,104.21,400,622,5298,-528
48,ABT,2020-09-10,0 days 15:57:51.240838,557697,104.24,104.2,1252,500,-5667,33
49,ABT,2020-09-10,0 days 15:57:52.241097,555364,104.24,104.2,1052,500,2333,-5667
50,ABT,2020-09-10,0 days 15:57:56.244002,554497,104.25,104.22,664,600,-3767,2333
51,ABT,2020-09-10,0 days 15:57:57.241079,552464,104.25,104.23,764,200,1159,-3767
52,ABT,2020-09-10,0 days 15:57:58.241425,554497,104.25,104.23,700,110,-13667,1159
53,ABT,2020-09-10,0 days 15:58:01.242563,551754,104.24,104.21,900,321,1869,-241
54,ABT,2020-09-10,0 days 15:58:24.242821,567252,104.16,104.14,1475,200,-3102,1998
55,ABT,2020-09-10,0 days 15:58:25.243113,564964,104.16,104.14,775,640,2288,-3102
56,ABT,2020-09-10,0 days 15:58:36.243020,567252,104.21,104.18,1741,2050,-802,1998
57,ABT,2020-09-10,0 days 15:58:42.247029,553978,104.25,104.22,600,300,-2576,6424
58,ABT,2020-09-10,0 days 15:58:44.243494,552954,104.27,104.24,427,400,150,-1350
59,ABT,2020-09-10,0 days 15:59:04.245001,570008,104.18,104.15,700,600,9762,-277
60,ABT,2020-09-10,0 days 15:59:19.244334,569217,104.19,104.17,100,500,-3216,6988
61,ABT,2020-09-10,0 days 15:59:20.245329,572433,104.2,104.19,100,500,184,-3216
62,ABT,2020-09-10,0 days 15:59:27.244433,569217,104.19,104.16,632,400,-4216,5858
63,ABT,2020-09-10,0 days 15:59:28.244123,573433,104.17,104.13,600,730,10058,-4216
64,ABT,2020-09-10,0 days 15:59:34.244214,580265,104.12,104.09,200,1159,-3487,5858
65,ABT,2020-09-10,0 days 15:59:37.246200,583691,104.12,104.11,400,500,-174,700
66,ABT,2020-09-10,0 days 15:59:38.244325,583865,104.11,104.08,337,453,1600,-174
67,ACI,2020-09-10,0 days 15:59:28.244189,81956,14.18,14.17,7669,6592,1601,-60
68,ACI,2020-09-10,0 days 15:59:29.244289,78557,14.18,14.17,8669,5230,-1860,1601
69,ADM,2020-09-10,0 days 15:59:08.123807,461620,46.09,46.08,900,2775,1723,-8133
70,ADM,2020-09-10,0 days 15:59:17.124645,459485,46.11,46.1,329,3129,-2400,3058
71,ADM,2020-09-10,0 days 15:59:47.125854,463718,46.09,46.08,3486,834,-232,8068
72,ADM,2020-09-10,0 days 15:59:48.129459,462652,46.09,46.08,1031,2045,2198,-232
73,ADM,2020-09-10,0 days 15:59:50.131793,455283,46.07,46.06,1445,2170,-8054,946
74,ADM,2020-09-10,0 days 15:59:54.129362,463337,46.03,46.02,974,1659,1135,-65
75,AEO,2020-09-10,0 days 15:55:00.289095,175213,13.24,13.23,9824,14091,921,-62770
76,AEO,2020-09-10,0 days 15:55:33.292362,176434,13.23,13.22,11153,14667,-761,1139
77,AEO,2020-09-10,0 days 15:55:34.291606,175595,13.23,13.22,11053,14467,839,-761
78,AEO,2020-09-10,0 days 15:56:05.292354,195389,13.23,13.22,13841,18852,-1691,2415
79,AEO,2020-09-10,0 days 15:56:06.292028,193280,13.23,13.22,14641,17952,2109,-1691
80,AEO,2020-09-10,0 days 15:58:00.285571,198301,13.2,13.19,15310,16955,-4738,2168
81,AEO,2020-09-10,0 days 15:58:01.284987,195639,13.2,13.19,17825,12309,2662,-4738
82,AEO,2020-09-10,0 days 15:58:07.285665,198301,13.2,13.19,23210,9359,-438,2662
83,AEO,2020-09-10,0 days 15:58:08.285494,195639,13.2,13.19,25990,8759,2662,-438
84,AEO,2020-09-10,0 days 15:58:48.286527,198301,13.2,13.19,20706,8438,-138,462
85,AEO,2020-09-10,0 days 15:58:50.287460,198480,13.2,13.19,23186,7738,3521,-138
86,AEO,2020-09-10,0 days 15:59:09.288638,203582,13.2,13.19,21111,4201,-572,128
87,AEO,2020-09-10,0 days 15:59:10.288830,204154,13.2,13.19,24246,3451,1911,-572
88,AEP,2020-09-10,0 days 15:59:24.244554,156693,78.57,78.55,300,505,117,-683
89,AEP,2020-09-10,0 days 15:59:31.244841,155910,78.56,78.54,946,800,-683,217
90,AEP,2020-09-10,0 days 15:59:34.244349,156593,78.55,78.54,600,697,2121,-683
91,AEP,2020-09-10,0 days 15:59:35.244760,156114,78.55,78.54,200,1044,-479,2121
92,AEP,2020-09-10,0 days 15:59:40.248220,156993,78.58,78.56,685,100,221,-3179
