,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,AA,2020-12-02,0 days 15:55:00.246878,273988,22.41,22.4,2883,10654,11079,-96874
1,AA,2020-12-02,0 days 15:55:01.247510,273467,22.41,22.4,4382,10856,-91,11079
2,AA,2020-12-02,0 days 15:55:46.248672,255304,22.38,22.37,7643,2047,-2920,1946
3,AA,2020-12-02,0 days 15:56:00.249841,258224,22.38,22.37,10690,5347,2480,-2720
4,AA,2020-12-02,0 days 15:56:20.249885,260309,22.38,22.37,5461,9219,-1489,2067
5,AA,2020-12-02,0 days 15:57:13.251859,266116,22.35,22.34,8336,3679,1393,-553
6,AA,2020-12-02,0 days 15:57:17.249006,268109,22.35,22.34,8685,3447,-20,1993
7,AA,2020-12-02,0 days 15:57:41.249268,268129,22.34,22.33,7523,2437,7180,-1220
8,AA,2020-12-02,0 days 15:57:47.249683,271009,22.34,22.33,11198,2301,-920,2480
9,AA,2020-12-02,0 days 15:57:51.249686,268529,22.34,22.33,10106,2415,2480,-920
10,AA,2020-12-02,0 days 15:57:58.250081,269009,22.35,22.34,2231,5200,-3220,26
11,AA,2020-12-02,0 days 15:58:01.252245,268983,22.35,22.34,1134,5426,26,-3220
12,AA,2020-12-02,0 days 15:58:21.250601,281609,22.35,22.34,5337,2200,-6639,1307
13,AA,2020-12-02,0 days 15:59:17.244858,294062,22.36,22.35,300,6200,885,-5288
14,AA,2020-12-02,0 days 15:59:37.245237,310101,22.38,22.37,2300,3600,-1532,1390
15,AA,2020-12-02,0 days 15:59:46.246797,320766,22.38,22.37,100,5500,6911,-1171
16,AA,2020-12-02,0 days 15:59:50.249063,309991,22.38,22.37,2600,6103,-9792,5208
17,AA,2020-12-02,0 days 15:59:54.246323,318583,22.37,22.36,3905,600,5708,-892
18,ABBV,2020-12-02,0 days 15:59:38.125103,661643,105.01,104.99,516,510,7551,-8644
19,ABBV,2020-12-02,0 days 15:59:43.126379,662741,105.01,104.99,400,1300,6242,-5965
20,ABEV,2020-12-02,0 days 15:55:00.256631,47177,2.88,2.87,623061,228041,-3601,11545
21,ABEV,2020-12-02,0 days 15:57:03.263581,50978,2.88,2.87,690882,161157,65582,-3318
22,ABT,2020-12-02,0 days 15:55:49.259279,586033,108.0,107.98,400,764,-2611,120
23,ABT,2020-12-02,0 days 15:56:02.260755,587780,107.98,107.97,379,100,812,-1276
24,ABT,2020-12-02,0 days 15:56:19.260346,587782,108.0,107.98,595,108,972,-828
