,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,A,2020-03-11,0 days 15:56:03.358239,336325,68.8,68.71,200,500,-2353,2714
1,A,2020-03-11,0 days 15:56:04.335089,327678,68.81,68.75,400,200,8647,-2353
2,ABC,2020-03-11,0 days 15:55:00.176533,178184,85.11,85.05,100,203,-4650,35678
3,ABC,2020-03-11,0 days 15:55:50.295001,185840,85.19,85.17,100,10,227,-4556
4,ABEV,2020-03-11,0 days 15:55:00.081045,179694,2.88,2.87,56386,135735,151104,-19525
5,ACM,2020-03-11,0 days 15:55:00.177163,116301,36.44,36.43,400,200,985,-14268
6,ACM,2020-03-11,0 days 15:55:01.177297,114886,36.44,36.43,400,200,-1415,985
7,ADM,2020-03-11,0 days 15:55:07.170095,299215,35.07,35.06,400,495,10935,-3265
8,ADM,2020-03-11,0 days 15:55:08.174938,297750,35.08,35.07,283,500,-1465,10935
9,ADNT,2020-03-11,0 days 15:55:00.291724,102838,16.29,16.27,290,2240,970,-30479
10,ADNT,2020-03-11,0 days 15:55:43.397424,104463,16.31,16.3,100,307,45,-155
11,ADNT,2020-03-11,0 days 15:55:44.400066,104308,16.31,16.3,100,307,-155,45
12,AGI,2020-03-11,0 days 15:55:00.177225,47770,5.51,5.5,2940,48888,594,-26948
13,AGI,2020-03-11,0 days 15:55:01.177327,45864,5.51,5.5,1754,67688,-1906,594
14,ALK,2020-03-11,0 days 15:55:01.177264,121455,45.75,45.72,22,300,520,-880
15,ALK,2020-03-11,0 days 15:55:30.248456,121975,45.8,45.79,220,98,-1658,342
16,ALLY,2020-03-11,0 days 15:55:00.560973,373032,20.7,20.69,1405,1792,-7024,49360
17,AME,2020-03-11,0 days 15:56:07.246548,163448,77.52,77.48,100,300,75,-425
18,AME,2020-03-11,0 days 15:56:11.254918,157371,77.47,77.42,7,352,-5277,623
19,ANF,2020-03-11,0 days 15:56:15.739675,231549,10.88,10.87,3258,4427,302,-398
20,ANF,2020-03-11,0 days 15:56:16.741772,228551,10.88,10.87,3211,3927,-2998,302
21,ANTM,2020-03-11,0 days 15:55:01.085065,222269,282.84,282.49,200,104,1905,-5095
22,ANTM,2020-03-11,0 days 15:55:15.120884,223820,283.32,283.05,100,100,-1046,542
23,ANTM,2020-03-11,0 days 15:55:16.121547,222166,283.29,283.06,100,100,1654,-1046
24,AON,2020-03-11,0 days 15:55:09.583823,165225,185.08,184.84,202,75,1685,-315
25,AON,2020-03-11,0 days 15:55:10.589536,165110,185.08,185.02,102,117,-115,1685
26,AON,2020-03-11,0 days 15:55:32.633507,165425,185.0,184.81,491,113,885,-115
27,AON,2020-03-11,0 days 15:55:33.638633,165410,184.88,184.81,375,113,-15,885
28,AON,2020-03-11,0 days 15:55:37.646044,165425,185.02,184.81,75,113,285,-15
29,APY,2020-03-11,0 days 15:55:00.084043,54659,8.14,8.13,4385,700,28953,-723
30,ATH,2020-03-11,0 days 15:56:30.337843,183703,31.12,31.1,350,449,-3939,250
31,ATH,2020-03-11,0 days 15:56:31.340566,180242,31.11,31.1,100,249,3461,-3939
32,ATI,2020-03-11,0 days 15:50:01.841716,97449,11.55,11.54,100,700,-839,74322
33,ATI,2020-03-11,0 days 15:52:22.177221,97249,11.62,11.61,125,500,-1039,74122
34,AVTR,2020-03-11,0 days 15:56:11.254805,90095,12.95,12.94,500,1700,-29920,37015
35,AVTR,2020-03-11,0 days 15:56:14.260842,87315,12.95,12.94,600,400,2780,-29920
36,AXL,2020-03-11,0 days 15:56:11.351166,117089,4.91,4.9,4862,4760,3841,-969
