,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,AA,2020-09-24,0 days 15:57:35.167098,79700,11.68,11.67,4868,8311,281,-1156
1,AA,2020-09-24,0 days 15:59:01.171479,87642,11.69,11.68,6516,6167,2116,-3433
2,AA,2020-09-24,0 days 15:59:03.171182,83858,11.69,11.68,8205,5356,-1861,1539
3,AA,2020-09-24,0 days 15:59:05.171542,85719,11.69,11.68,1903,10682,2339,-1861
4,ABBV,2020-09-24,0 days 15:57:37.236999,924909,85.98,85.97,452,697,1841,-15659
5,ABBV,2020-09-24,0 days 15:58:45.240434,938594,86.0,85.99,900,900,-11431,5169
6,ABBV,2020-09-24,0 days 15:59:15.240226,966165,85.97,85.95,500,274,15207,-6392
7,ABBV,2020-09-24,0 days 15:59:31.241058,983209,85.96,85.95,200,1159,-1406,500
8,ABBV,2020-09-24,0 days 15:59:32.240957,984615,85.95,85.94,400,400,185,-1406
9,ABEV,2020-09-24,0 days 15:59:36.257563,310781,2.32,2.31,677275,622019,98274,-115426
10,ABEV,2020-09-24,0 days 15:59:37.256982,304955,2.32,2.31,677175,627919,-5826,98274
11,ABT,2020-09-24,0 days 15:57:49.250159,403027,101.11,101.09,800,705,1577,-2091
12,ABT,2020-09-24,0 days 15:57:53.250268,402004,101.12,101.1,398,811,-1023,77
13,ABT,2020-09-24,0 days 15:57:54.250659,403027,101.14,101.13,550,800,677,-1023
14,ABT,2020-09-24,0 days 15:57:55.250648,400804,101.14,101.12,350,300,-2223,677
15,ABT,2020-09-24,0 days 15:58:19.252297,406970,101.08,101.07,319,417,3209,-3062
16,ABT,2020-09-24,0 days 15:58:28.253563,410993,101.08,101.07,936,755,-8946,3824
17,ABT,2020-09-24,0 days 15:59:36.257486,448671,100.98,100.97,700,200,-144,800
18,ACI,2020-09-24,0 days 15:55:48.247878,68769,13.37,13.36,2301,979,-2651,1099
19,ACI,2020-09-24,0 days 15:55:49.247709,64320,13.37,13.36,2501,879,4449,-2651
20,ACI,2020-09-24,0 days 15:59:03.256610,74167,13.4,13.39,582,500,-1203,3016
