,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,ABBV,2020-05-18,0 days 15:50:01.847705,2516911,92.24,92.19,200,614,12798,-240539
1,AES,2020-05-18,0 days 15:59:51.230498,336121,13.04,13.03,4779,26746,2629,-9954
2,AFL,2020-05-18,0 days 15:57:30.884795,473544,34.74,34.73,5768,1010,1251,-4370
3,AIG,2020-05-18,0 days 15:57:47.941061,820656,28.45,28.44,1100,3996,4202,-8148
4,AIG,2020-05-18,0 days 15:58:02.973465,820656,28.45,28.44,1400,5801,1431,-1747
5,AIG,2020-05-18,0 days 15:58:25.026612,816438,28.47,28.46,1203,2028,-4219,1431
6,AR,2020-05-18,0 days 16:00:00.251082,444585,3.03,3.02,35425,2500,-8342,58943
7,ARMK,2020-05-18,0 days 15:59:25.182717,1076666,25.57,25.56,200,4283,13164,-836
8,ARMK,2020-05-18,0 days 15:59:26.184703,1058430,25.62,25.61,300,2600,-33936,13164
9,ARMK,2020-05-18,0 days 15:59:36.209407,1079976,25.58,25.57,1000,400,5485,-4605
10,ARMK,2020-05-18,0 days 15:59:45.231413,1075161,25.59,25.57,300,2808,-4605,5485
11,ARMK,2020-05-18,0 days 15:59:57.260293,1083276,25.61,25.59,3526,119,4221,-5869
12,ARMK,2020-05-18,0 days 15:59:58.262101,1086497,25.61,25.58,3340,14700,-5869,4221
13,ARMK,2020-05-18,0 days 16:00:00.265877,1083276,25.59,25.58,2600,21462,12930,-5869
14,BBD,2020-05-18,0 days 15:59:45.207048,649693,3.11,3.1,629976,646063,14105,-3095
15,BHC,2020-05-18,0 days 15:58:51.095216,174823,17.37,17.36,15026,2800,10498,-253
16,BLK,2020-05-18,0 days 15:59:15.160924,1142718,516.67,516.43,500,590,9531,-38579
17,BLK,2020-05-18,0 days 15:59:52.249741,1153809,517.28,516.54,432,1005,-7344,8291
18,BLK,2020-05-18,0 days 15:59:55.257722,1148718,517.28,516.56,729,600,5104,-7331
19,BWA,2020-05-18,0 days 15:59:51.238455,166789,29.54,29.53,100,5999,6323,-313
20,BX,2020-05-18,0 days 15:59:45.193782,131355,53.58,53.57,7334,855,3289,-617
21,CDE,2020-05-18,0 days 16:00:00.251646,230895,5.3,5.29,73734,12227,-12926,4511
22,CF,2020-05-18,0 days 15:57:30.876583,1411449,26.36,26.35,2398,2172,26583,-11999
23,CLDR,2020-05-18,0 days 15:57:39.919261,280117,8.6,8.59,12325,1848,1091,-7555
24,COF,2020-05-18,0 days 15:59:51.245794,438801,63.49,63.44,900,1300,-1657,17060
25,COF,2020-05-18,0 days 15:59:52.247150,438314,63.48,63.43,1197,872,382,-1657
26,COF,2020-05-18,0 days 16:00:00.265960,439401,63.4,63.39,4882,1338,-3445,7160
27,COTY,2020-05-18,0 days 15:57:31.876230,865137,3.42,3.41,201841,13182,2744,-14395
28,CTL,2020-05-18,0 days 15:59:51.210756,796801,9.69,9.68,9581,82767,2203,-15357
29,CVS,2020-05-18,0 days 15:53:20.279307,762620,63.93,63.91,1600,875,36,-1194
30,CVS,2020-05-18,0 days 15:55:07.536908,762620,63.92,63.91,900,600,36,-1194
31,CVX,2020-05-18,0 days 15:57:36.889351,1719489,92.76,92.75,200,100,-8458,7484
32,CVX,2020-05-18,0 days 15:57:40.895781,1711354,92.73,92.72,229,607,7484,-8458
33,CVX,2020-05-18,0 days 15:57:47.916170,1692955,92.72,92.71,315,100,25883,-9565
34,CVX,2020-05-18,0 days 15:59:31.159748,1719489,92.75,92.73,200,853,-9671,9077
35,CVX,2020-05-18,0 days 15:59:32.161746,1709761,92.72,92.71,300,400,9077,-9671
36,CVX,2020-05-18,0 days 15:59:51.207940,1721789,92.66,92.62,1119,2429,-24125,31350
37,DD,2020-05-18,0 days 15:59:15.144867,2745068,48.0,47.99,300,1300,92733,-660771
38,DEI,2020-05-18,0 days 15:59:37.204924,275581,28.02,28.01,1388,915,-1475,4
39,DFS,2020-05-18,0 days 15:57:54.929372,344917,41.02,41.01,1449,322,1155,-2645
40,DHI,2020-05-18,0 days 15:59:51.253857,654548,52.04,52.02,2000,1400,-20696,22231
41,DHR,2020-05-18,0 days 15:59:15.159164,657902,162.18,162.1,600,400,-10764,102618
42,DIS,2020-05-18,0 days 15:57:31.878646,906292,116.71,116.7,220,300,-928,10572
43,DOW,2020-05-18,0 days 15:57:33.916201,650025,36.85,36.84,2770,2273,-8488,327
44,DOW,2020-05-18,0 days 15:59:40.219151,651044,36.79,36.78,100,1414,-502,513
45,DOW,2020-05-18,0 days 15:59:51.245794,651044,36.77,36.75,845,200,-4578,7100
46,EVRG,2020-05-18,0 days 15:50:08.860834,243830,59.21,59.16,416,200,999,-452
47,EVRG,2020-05-18,0 days 15:53:23.324165,243830,59.19,59.18,701,200,1099,-452
48,FHN,2020-05-18,0 days 15:57:32.905898,633777,8.55,8.54,44932,4738,5150,-267
49,FIS,2020-05-18,0 days 15:57:30.904748,546018,136.82,136.8,1000,497,-5966,9792
50,FIT,2020-05-18,0 days 16:00:00.275412,745264,6.49,6.48,274177,11536,-9429,5742
51,GM,2020-05-18,0 days 15:57:31.904333,1025042,24.87,24.86,18405,654,-23116,6071
52,GM,2020-05-18,0 days 15:59:47.219363,1008869,24.79,24.78,10077,19000,18501,-8674
53,HES,2020-05-18,0 days 16:00:00.260228,482442,49.13,49.12,33409,1200,-5086,11414
54,HLT,2020-05-18,0 days 15:59:51.254148,207452,73.05,73.01,364,410,104,-9750
55,ITUB,2020-05-18,0 days 15:59:15.121773,473448,3.98,3.97,535537,273929,2248,-25703
56,IVR,2020-05-18,0 days 15:53:46.392808,326958,3.0,2.99,95229,36801,1767,-3233
57,JNJ,2020-05-18,0 days 15:57:47.956351,905496,150.61,150.59,500,479,1828,-14463
58,JNJ,2020-05-18,0 days 15:57:56.973557,898223,150.66,150.63,1700,609,-7692,1828
59,JNJ,2020-05-18,0 days 15:57:57.975837,905496,150.65,150.61,600,1142,1828,-7692
60,JNJ,2020-05-18,0 days 15:58:00.983988,894423,150.7,150.66,1505,600,-11492,1828
61,JNJ,2020-05-18,0 days 15:59:04.134711,905496,150.63,150.61,500,300,6394,-3126
62,JPM,2020-05-18,0 days 15:57:32.924789,2382796,90.48,90.47,1100,2600,49440,-30361
63,KMI,2020-05-18,0 days 15:57:30.876547,2051522,15.48,15.47,25286,20269,52161,-5841
64,L,2020-05-18,0 days 16:00:00.240591,272408,31.65,31.64,3700,35150,4075,-4849
65,LEN,2020-05-18,0 days 16:00:00.241455,383394,56.62,56.6,16554,10365,-8667,3944
66,MDT,2020-05-18,0 days 15:59:51.210561,1223898,98.89,98.83,300,1200,6653,-24974
67,MDT,2020-05-18,0 days 15:59:52.211783,1137869,98.98,98.93,300,1400,-86074,6653
68,MDT,2020-05-18,0 days 15:59:55.219980,1223898,98.96,98.86,1200,3000,8187,-82988
69,MDT,2020-05-18,0 days 15:59:56.222893,1220485,98.96,98.88,1600,4600,-3358,8187
70,MFC,2020-05-18,0 days 16:00:00.229541,153137,11.91,11.9,32928,7329,8060,-494
71,MPC,2020-05-18,0 days 15:59:55.256128,1577624,34.99,34.95,974,100,-5901,17583
72,MPC,2020-05-18,0 days 15:59:57.260354,1564125,34.96,34.94,1700,4300,13499,-7901
73,MPW,2020-05-18,0 days 16:00:00.251209,451167,17.56,17.55,23975,19156,5958,-3909
74,MRK,2020-05-18,0 days 15:52:02.100362,2649776,80.01,80.0,1918,247,3104,-4948
75,O,2020-05-18,0 days 15:59:51.245794,276737,53.08,53.06,205,2100,462,-4286
76,ORCL,2020-05-18,0 days 15:54:23.436398,1144142,53.26,53.25,3000,5361,9414,-33682
77,ORI,2020-05-18,0 days 16:00:00.260286,249837,14.82,14.81,27004,18013,10862,-1902
78,OXY,2020-05-18,0 days 15:50:02.843279,1235126,15.11,15.1,15400,13488,-76848,22490
79,PBF,2020-05-18,0 days 15:57:30.917718,495653,10.88,10.87,7935,4480,12649,-7851
80,PBR,2020-05-18,0 days 15:59:15.167113,474028,6.84,6.83,505183,251960,1724,-1061
81,PCG,2020-05-18,0 days 15:50:01.840130,611637,12.31,12.3,6797,5585,-948,51352
82,PCG,2020-05-18,0 days 15:57:04.849749,618643,12.27,12.26,4214,8073,-8710,19
83,PEAK,2020-05-18,0 days 15:59:52.209698,480545,24.07,24.06,100,5220,-2636,168
84,PEG,2020-05-18,0 days 16:00:00.241581,276057,49.37,49.36,200,3172,-8224,612
85,PG,2020-05-18,0 days 15:59:15.160563,2345641,115.99,115.98,432,120,91885,-369940
86,PLAN,2020-05-18,0 days 15:59:15.133211,417439,44.94,44.87,601,135,-576,110378
87,PLAN,2020-05-18,0 days 15:59:39.190268,416511,44.78,44.72,224,100,785,-1772
88,PLAN,2020-05-18,0 days 15:59:40.193016,417439,44.78,44.72,180,200,-156,785
89,PM,2020-05-18,0 days 15:54:30.480951,1026886,68.36,68.33,517,400,39,-269
90,PNC,2020-05-18,0 days 15:50:05.858755,393938,104.77,104.75,100,500,-35,238
91,PNC,2020-05-18,0 days 15:50:18.891226,393700,104.73,104.67,400,200,238,-1083
92,QSR,2020-05-18,0 days 15:50:01.840071,32283,52.4,52.32,500,314,3011,-197904
