,Symbol,Timestamp,TIME,iPaired,Ask_P,Bid_P,Ask_S,Bid_S,iShares,PreviShares
0,A,2020-07-20,0 days 15:55:00.805928,88493,95.29,95.26,250,254,-6576,12183
1,A,2020-07-20,0 days 15:57:52.216442,97890,95.28,95.26,300,500,358,-1231
2,A,2020-07-20,0 days 15:57:53.218736,96948,95.28,95.26,300,500,-831,358
3,A,2020-07-20,0 days 15:57:55.224312,97890,95.29,95.26,100,500,358,-1631
4,A,2020-07-20,0 days 15:57:56.226774,96948,95.3,95.28,150,200,-942,358
5,A,2020-07-20,0 days 15:58:17.277524,99507,95.32,95.3,850,300,265,-1535
6,A,2020-07-20,0 days 15:58:18.280022,98972,95.32,95.3,750,400,-535,265
7,A,2020-07-20,0 days 15:59:01.385452,99067,95.28,95.27,506,400,574,-74
8,A,2020-07-20,0 days 15:59:04.392634,100439,95.29,95.28,100,100,609,-313
9,A,2020-07-20,0 days 15:59:06.398594,101436,95.29,95.27,241,150,-417,997
10,A,2020-07-20,0 days 15:59:07.400084,101364,95.28,95.26,200,200,20,-417
11,A,2020-07-20,0 days 15:59:33.462781,103526,95.23,95.21,800,100,-289,11
12,A,2020-07-20,0 days 15:59:34.466058,103215,95.24,95.21,200,182,311,-289
13,A,2020-07-20,0 days 15:59:39.477358,103526,95.25,95.24,150,182,-18512,311
14,A,2020-07-20,0 days 15:59:44.490018,103338,95.22,95.2,600,253,188,-212
15,A,2020-07-20,0 days 15:59:48.498738,103526,95.25,95.22,750,400,-467,9
16,A,2020-07-20,0 days 15:59:57.520885,103893,95.22,95.2,238,100,19180,-367
17,AA,2020-07-20,0 days 15:55:04.295186,263306,12.76,12.75,9121,8729,36636,-51100
18,AA,2020-07-20,0 days 15:55:05.297088,259406,12.76,12.75,6708,11213,-3900,36636
19,AA,2020-07-20,0 days 15:59:39.952891,314010,12.76,12.75,13308,8277,29190,-4910
20,AA,2020-07-20,0 days 15:59:40.956044,309400,12.76,12.75,10208,11262,-4610,29190
21,ABBV,2020-07-20,0 days 15:55:47.290104,321119,99.68,99.67,1500,199,-7472,1756
22,ABBV,2020-07-20,0 days 15:55:48.292122,320191,99.67,99.65,1500,101,811,-7472
23,ABBV,2020-07-20,0 days 15:55:50.296587,321119,99.68,99.67,500,1565,-1077,811
24,ABBV,2020-07-20,0 days 15:55:51.299983,320396,99.67,99.66,500,1500,723,-1077
25,ABBV,2020-07-20,0 days 15:56:06.334222,321236,99.64,99.63,680,265,-60,723
26,ABBV,2020-07-20,0 days 15:56:07.336794,320596,99.64,99.63,1178,265,523,-60
27,ABBV,2020-07-20,0 days 15:56:20.368347,321236,99.65,99.63,1700,529,-154,420
28,ABBV,2020-07-20,0 days 15:56:21.371089,320690,99.65,99.63,1200,529,429,-154
29,ABBV,2020-07-20,0 days 15:57:32.542380,321249,99.64,99.63,400,500,-17,60
30,ABBV,2020-07-20,0 days 15:57:33.544679,321177,99.64,99.63,100,900,72,-17
31,ABBV,2020-07-20,0 days 15:57:44.571561,335332,99.65,99.64,100,506,-945,1755
32,ABBV,2020-07-20,0 days 15:57:46.576721,333577,99.65,99.64,200,506,4255,-545
33,ABBV,2020-07-20,0 days 15:57:53.593022,337832,99.65,99.64,450,783,-45,1955
34,ABBV,2020-07-20,0 days 15:57:56.600590,331677,99.65,99.64,350,1408,6155,-45
35,ABBV,2020-07-20,0 days 15:58:13.642878,335594,99.68,99.67,400,200,1392,-3691
36,ABBV,2020-07-20,0 days 15:58:21.661818,331111,99.72,99.7,800,300,898,-3425
37,ABBV,2020-07-20,0 days 15:58:31.686336,331692,99.74,99.73,300,1095,-657,581
38,ABBV,2020-07-20,0 days 15:58:32.688719,330849,99.74,99.73,400,842,843,-657
39,ABBV,2020-07-20,0 days 15:58:42.712687,331792,99.74,99.73,300,1103,-747,243
40,ABBV,2020-07-20,0 days 15:58:43.714669,329639,99.74,99.73,300,957,2153,-747
41,ABBV,2020-07-20,0 days 15:59:18.799997,333627,99.7,99.69,400,300,-1305,18
42,ABC,2020-07-20,0 days 15:55:23.269881,59122,102.13,102.11,213,300,-959,1141
43,ABC,2020-07-20,0 days 15:55:24.273039,58381,102.12,102.11,375,300,741,-959
44,ABC,2020-07-20,0 days 15:55:26.282471,59122,102.1,102.07,553,350,-559,741
45,ABC,2020-07-20,0 days 15:55:27.281661,58481,102.09,102.07,327,150,641,-559
46,ABC,2020-07-20,0 days 15:55:35.300204,59122,102.08,102.07,400,100,-137,641
47,ABC,2020-07-20,0 days 15:55:36.301864,58559,102.08,102.07,513,100,563,-137
48,ABC,2020-07-20,0 days 15:58:10.676652,62112,102.19,102.15,113,212,-234,57
49,ABC,2020-07-20,0 days 15:58:11.678840,61446,102.18,102.16,150,100,666,-234
50,ABC,2020-07-20,0 days 15:58:33.731743,61689,102.23,102.22,200,376,-2133,243
51,ABC,2020-07-20,0 days 15:58:34.733802,58822,102.23,102.22,300,265,2867,-2133
52,ABC,2020-07-20,0 days 15:58:36.739137,59234,102.23,102.22,300,265,-2023,467
53,ABC,2020-07-20,0 days 15:58:37.741454,58957,102.23,102.22,200,265,277,-2023
54,ABC,2020-07-20,0 days 15:58:43.754623,61532,102.2,102.17,763,100,-625,2075
55,ABC,2020-07-20,0 days 15:59:36.884526,70978,102.15,102.1,1033,150,-140,260
56,ABC,2020-07-20,0 days 15:59:40.894909,71118,102.15,102.1,200,200,260,-140
57,ABEV,2020-07-20,0 days 15:59:36.741445,154916,2.66,2.65,719191,649400,-57005,70995
58,ABEV,2020-07-20,0 days 15:59:37.743665,151121,2.66,2.65,718891,669700,395,-57005
59,ABT,2020-07-20,0 days 15:59:15.694880,473813,99.26,99.25,358,200,9591,-2974
60,ABT,2020-07-20,0 days 15:59:16.696718,469304,99.26,99.25,200,300,-4509,9591
61,ABT,2020-07-20,0 days 15:59:21.709773,490416,99.22,99.21,305,700,6331,-16706
62,ABT,2020-07-20,0 days 15:59:22.712136,485047,99.22,99.21,305,500,-5369,6331
63,ABT,2020-07-20,0 days 15:59:25.719736,482354,99.21,99.18,500,100,2993,-5369
64,ABT,2020-07-20,0 days 15:59:26.721037,477547,99.22,99.21,774,500,-4807,2993
65,ABT,2020-07-20,0 days 15:59:40.749540,486349,99.18,99.17,179,1305,966,-419
66,ABT,2020-07-20,0 days 15:59:46.764670,484258,99.17,99.15,500,500,-3442,4709
67,ACN,2020-07-20,0 days 15:57:35.492896,158183,223.89,223.85,218,100,-699,1
68,ACN,2020-07-20,0 days 15:57:36.495019,157582,223.89,223.85,218,100,601,-699
69,ACN,2020-07-20,0 days 15:57:46.519942,158183,223.95,223.9,301,425,-831,369
70,ACN,2020-07-20,0 days 15:57:47.521412,157814,223.95,223.9,100,300,369,-831
71,ACN,2020-07-20,0 days 15:57:56.543418,158183,223.96,223.92,312,200,-831,469
72,ACN,2020-07-20,0 days 15:58:30.627081,160501,224.1,224.09,100,100,708,-245
73,ACN,2020-07-20,0 days 15:58:31.629447,160309,224.14,224.07,200,225,-192,708
74,ACN,2020-07-20,0 days 15:58:40.651171,162058,224.1,224.07,100,200,4950,-550
75,ACN,2020-07-20,0 days 15:58:41.653956,162008,224.11,224.07,225,300,-16,4950
76,ACN,2020-07-20,0 days 15:58:57.692765,164587,224.13,224.08,105,100,-816,304
77,ACN,2020-07-20,0 days 15:58:58.695414,164482,224.13,224.09,105,100,105,-816
78,ACN,2020-07-20,0 days 15:59:04.711804,174748,224.06,224.01,200,225,-774,376
79,ACN,2020-07-20,0 days 15:59:07.719402,187266,223.87,223.81,350,125,11582,-12818
80,ACN,2020-07-20,0 days 15:59:08.722601,185648,223.88,223.81,650,225,-2849,11582
81,ACN,2020-07-20,0 days 15:59:10.727101,194661,223.88,223.71,567,678,4287,-9145
82,ACN,2020-07-20,0 days 15:59:11.728521,192448,223.86,223.79,182,325,-2813,4287
83,ACN,2020-07-20,0 days 15:59:33.781079,192427,223.63,223.61,754,100,925,-1275
84,ACN,2020-07-20,0 days 15:59:34.784567,190352,223.65,223.54,626,282,-2075,925
85,AEG,2020-07-20,0 days 15:58:48.668645,9663,3.15,3.14,85064,144369,1824,-90
86,AEO,2020-07-20,0 days 15:55:00.205807,260723,10.09,10.08,6628,4956,-2580,44632
87,AEO,2020-07-20,0 days 15:55:13.236190,257723,10.06,10.05,8998,3700,-4080,820
88,AEO,2020-07-20,0 days 15:56:02.356049,267018,10.01,10.0,13445,2302,559,-1081
89,AEO,2020-07-20,0 days 15:56:03.358784,263377,10.01,10.0,13263,2502,-3641,559
90,AEO,2020-07-20,0 days 15:56:08.371238,263518,10.01,10.0,14060,1500,265,-3235
91,AEO,2020-07-20,0 days 15:56:11.378918,261983,10.02,10.01,3961,11600,-1535,3165
92,AEO,2020-07-20,0 days 15:57:08.515574,267018,10.01,10.0,6035,15526,3741,-365
93,AEO,2020-07-20,0 days 15:57:09.518997,264573,10.01,10.0,5780,16026,-2445,3741
94,AEO,2020-07-20,0 days 15:57:48.611331,271673,10.0,9.99,10560,7962,-3145,355
95,AEO,2020-07-20,0 days 15:58:07.660929,275394,10.01,10.0,2906,15909,-3324,376
96,AEO,2020-07-20,0 days 15:59:36.874473,334742,10.02,10.01,11483,3007,-2045,1699
97,AEO,2020-07-20,0 days 15:59:43.891068,329361,10.01,10.0,10220,12671,-3526,4574
98,AEO,2020-07-20,0 days 15:59:48.904075,336515,10.01,10.0,11274,13102,-1077,2330
99,AEP,2020-07-20,0 days 15:56:06.246158,127836,86.84,86.83,577,100,1075,-1325
100,AEP,2020-07-20,0 days 15:56:07.249187,126611,86.84,86.83,477,410,-1225,1075
101,AEP,2020-07-20,0 days 15:57:38.460493,130127,86.81,86.8,100,200,79,-921
102,AEP,2020-07-20,0 days 15:57:43.472379,130206,86.81,86.79,600,260,-521,79
103,AEP,2020-07-20,0 days 15:57:45.477015,130727,86.8,86.78,568,210,187,-521
104,AEP,2020-07-20,0 days 15:57:47.481881,129914,86.8,86.79,268,260,-813,287
105,AEP,2020-07-20,0 days 15:58:31.589638,138851,86.87,86.86,501,100,192,-277
106,AEP,2020-07-20,0 days 15:58:32.591853,137643,86.87,86.86,601,366,-208,192
107,AEP,2020-07-20,0 days 15:58:50.636391,137002,86.86,86.85,600,639,-849,310
108,AEP,2020-07-20,0 days 15:59:07.679382,142869,86.87,86.86,400,334,101,-2199
109,AEP,2020-07-20,0 days 15:59:10.685260,139352,86.86,86.84,273,429,-717,2983
110,AEP,2020-07-20,0 days 15:59:21.710099,144869,86.83,86.81,387,200,77,-3833
111,AEP,2020-07-20,0 days 15:59:24.716445,142587,86.82,86.81,101,173,-682,1718
112,AEP,2020-07-20,0 days 15:59:40.749788,142484,86.76,86.75,500,360,1567,-533
113,AEP,2020-07-20,0 days 15:59:41.751827,142092,86.76,86.74,400,100,-392,1567
114,AES,2020-07-20,0 days 15:59:15.738316,450264,15.26,15.25,3950,21378,10759,-18
115,AES,2020-07-20,0 days 15:59:16.740343,461023,15.27,15.26,6300,16397,-3763,10759
116,AES,2020-07-20,0 days 15:59:25.762544,435178,15.27,15.26,18423,10188,8289,-46211
117,AES,2020-07-20,0 days 15:59:53.830247,490201,15.28,15.27,4600,23200,-38754,16646
118,AES,2020-07-20,0 days 15:59:57.840958,524155,15.27,15.26,10300,400,26800,-38754
119,AFL,2020-07-20,0 days 15:57:10.434504,195556,35.93,35.92,2910,2756,-570,612
120,AFL,2020-07-20,0 days 15:57:11.435006,194526,35.93,35.92,3309,2176,1030,-570
121,AG,2020-07-20,0 days 15:59:37.792525,75663,11.64,11.63,16100,9000,6521,-179
122,AGI,2020-07-20,0 days 15:58:48.727826,66003,10.74,10.73,5200,26528,112,-6153
123,AGI,2020-07-20,0 days 15:58:49.729547,63315,10.74,10.73,5200,26829,-2688,112
124,AGI,2020-07-20,0 days 15:59:02.762808,72411,10.75,10.74,8710,27137,3837,-2192
125,AGI,2020-07-20,0 days 15:59:03.764891,64948,10.75,10.74,4410,29537,-7454,3837
126,AGI,2020-07-20,0 days 15:59:06.772215,72402,10.75,10.74,7300,30535,46,-2054
127,AGI,2020-07-20,0 days 15:59:11.783820,70808,10.75,10.74,4500,30687,-1594,1806
128,AIG,2020-07-20,0 days 15:55:00.120629,814775,31.46,31.45,4106,925,-17098,257447
129,AIG,2020-07-20,0 days 15:57:47.522841,814569,31.45,31.44,2508,1863,-17847,456
130,ALL,2020-07-20,0 days 15:59:30.774883,182151,91.09,91.07,100,100,-4851,3049
131,ALL,2020-07-20,0 days 15:59:32.780086,187002,91.08,91.05,400,900,7197,-4551
132,ALL,2020-07-20,0 days 15:59:33.782048,173299,91.11,91.08,200,100,-13703,7197
133,ALL,2020-07-20,0 days 15:59:44.808337,184572,91.04,91.0,300,700,1935,-1280
134,ALL,2020-07-20,0 days 15:59:48.817856,182507,91.01,90.98,200,100,-1096,1474
135,ALLY,2020-07-20,0 days 15:55:31.281483,418175,21.31,21.3,2879,3128,-2110,290
136,ALLY,2020-07-20,0 days 15:55:32.283924,417385,21.31,21.3,2879,3028,790,-2110
137,ALLY,2020-07-20,0 days 15:55:47.320160,418175,21.3,21.29,2924,1003,-1854,117
138,ALLY,2020-07-20,0 days 15:57:18.539043,431568,21.26,21.25,3628,600,3219,-6781
139,ALLY,2020-07-20,0 days 15:57:53.623158,451168,21.3,21.29,5093,1729,10600,-14700
140,ALLY,2020-07-20,0 days 15:58:12.671865,450301,21.29,21.28,3474,2134,-1047,3153
141,ALLY,2020-07-20,0 days 15:59:01.791496,447212,21.27,21.26,3891,4796,-236,464
142,ALLY,2020-07-20,0 days 15:59:27.851559,464405,21.27,21.26,4683,900,-1985,1021
143,ALLY,2020-07-20,0 days 15:59:28.854652,463590,21.26,21.25,4013,900,815,-1985
144,ALLY,2020-07-20,0 days 15:59:38.882154,464405,21.26,21.25,5012,1057,-9264,365
145,AM,2020-07-20,0 days 15:55:00.286777,683041,5.94,5.93,4417,16088,24605,-327606
146,AM,2020-07-20,0 days 15:56:02.436682,707546,5.95,5.94,9159,13131,-19242,3621
147,AM,2020-07-20,0 days 15:56:03.438902,687088,5.95,5.94,9236,12031,20458,-19242
148,AM,2020-07-20,0 days 15:57:35.651535,709457,5.95,5.94,4947,8669,-17422,578
149,AM,2020-07-20,0 days 15:57:36.653939,692679,5.95,5.94,5047,8669,16778,-17422
150,AM,2020-07-20,0 days 15:59:28.926088,728106,5.91,5.9,12736,10461,-21250,4380
151,AM,2020-07-20,0 days 15:59:42.960285,764456,5.91,5.9,15234,9946,3731,-12369
152,AM,2020-07-20,0 days 15:59:47.974197,791505,5.92,5.91,600,21180,-6870,4491
153,AMCR,2020-07-20,0 days 15:55:01.118636,368401,10.74,10.73,23169,7992,-2329,6371
154,AMCR,2020-07-20,0 days 15:59:44.804687,422582,10.74,10.73,33012,1890,11626,-3374
155,AMCR,2020-07-20,0 days 15:59:45.805479,421108,10.74,10.73,34384,2271,-1474,11626
156,AME,2020-07-20,0 days 15:55:47.183836,71589,91.51,91.49,350,100,-26,425
157,AME,2020-07-20,0 days 15:56:18.259022,69884,91.48,91.47,250,150,1705,-295
158,AME,2020-07-20,0 days 15:58:33.584206,72580,91.5,91.49,400,251,-1411,1089
